Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.71549,48.93453,0.50000,1.00000,1.00000,0.34475,0.34018
2,DISC,0.71553,48.93453,0.50000,1.00000,1.00000,0.31279,0.34018
3,DISC,0.71555,48.93453,0.50000,1.00000,1.00000,0.31735,0.29909
4,DISC,0.71451,48.93453,0.50000,1.00000,1.00000,0.33333,0.32877
5,DISC,0.71375,48.93453,0.50000,1.00000,1.00000,0.31279,0.33562
6,GEN,0.71375,48.33264,0.50000,1.00000,1.00000,0.36073,0.35616
7,GEN,0.71375,47.01704,0.50000,1.00000,1.00000,0.33105,0.36073
8,DISC,0.71403,47.01704,0.50000,1.00000,1.00000,0.30594,0.28767
9,DISC,0.71381,47.01704,0.50000,1.00000,1.00000,0.33333,0.36301
10,DISC,0.71355,47.01704,0.50000,1.00000,1.00000,0.35616,0.34932
11,DISC,0.71324,47.01704,0.50000,1.00000,1.00000,0.31507,0.35160
12,DISC,0.71281,47.01704,0.50000,1.00000,1.00000,0.35845,0.35160
13,GEN,0.71281,43.70897,0.50000,1.00000,1.00000,0.32648,0.32877
14,GEN,0.71281,45.30908,0.50000,1.00000,1.00000,0.35616,0.29452
15,DISC,0.71283,45.30908,0.50000,1.00000,1.00000,0.31963,0.31507
16,DISC,0.71261,45.30908,0.50000,1.00000,1.00000,0.30137,0.28311
17,DISC,0.71169,45.30908,0.50000,1.00000,1.00000,0.34247,0.31735
18,DISC,0.71144,45.30908,0.50000,1.00000,1.00000,0.33333,0.35160
19,DISC,0.71115,45.30908,0.50000,1.00000,1.00000,0.33562,0.31279
20,GEN,0.71115,42.56557,0.50000,1.00000,1.00000,0.36758,0.33562
21,GEN,0.71115,41.00743,0.50000,1.00000,1.00000,0.36073,0.31735
22,DISC,0.71094,41.00743,0.50000,1.00000,1.00000,0.35160,0.32648
23,DISC,0.71103,41.00743,0.50000,1.00000,1.00000,0.32877,0.32192
24,DISC,0.71007,41.00743,0.50000,1.00000,1.00000,0.36530,0.34932
25,DISC,0.70989,41.00743,0.50000,1.00000,1.00000,0.35616,0.33333
26,DISC,0.70967,41.00743,0.50000,1.00000,1.00000,0.35845,0.33333
27,GEN,0.70967,42.79070,0.50000,1.00000,1.00000,0.36301,0.33105
28,GEN,0.70967,42.97386,0.50000,1.00000,1.00000,0.34475,0.32420
29,DISC,0.70928,42.97386,0.50000,1.00000,1.00000,0.33562,0.30594
30,DISC,0.70839,42.97386,0.50000,1.00000,1.00000,0.32192,0.32877
31,DISC,0.70851,42.97386,0.50000,1.00000,1.00000,0.36758,0.32877
32,DISC,0.70893,42.97386,0.50000,1.00000,1.00000,0.33790,0.31963
33,DISC,0.70735,42.97386,0.50000,1.00000,1.00000,0.34475,0.31507
34,DISC,0.70783,42.97386,0.50000,1.00000,1.00000,0.30365,0.31963
35,DISC,0.70757,42.97386,0.50000,1.00000,1.00000,0.34703,0.29224
36,DISC,0.70713,42.97386,0.50000,1.00000,1.00000,0.33562,0.34932
37,DISC,0.70684,42.97386,0.50000,1.00000,1.00000,0.35845,0.36530
38,DISC,0.70641,42.97386,0.50000,1.00000,1.00000,0.33105,0.34703
39,DISC,0.70596,42.97386,0.50000,1.00000,1.00000,0.34247,0.34018
40,DISC,0.70525,42.97386,0.50000,1.00000,1.00000,0.29909,0.34932
41,DISC,0.70530,42.97386,0.50000,1.00000,1.00000,0.35160,0.34932
42,DISC,0.70497,42.97386,0.50000,1.00000,1.00000,0.31507,0.34018
43,DISC,0.70533,42.97386,0.50000,1.00000,1.00000,0.32420,0.31963
44,DISC,0.70411,42.97386,0.50000,1.00000,1.00000,0.35160,0.34932
