Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.69711,57.49928,0.50000,0.00000,0.00000,0.33474,0.30526
2,DISC,0.69733,57.49928,0.50000,0.00000,0.00000,0.33263,0.36421
3,DISC,0.69533,57.49928,0.50000,0.00000,0.00000,0.32842,0.36632
4,DISC,0.69574,57.49928,0.50000,0.00000,0.00000,0.37053,0.33895
5,DISC,0.69626,57.49928,0.50000,0.00000,0.00000,0.36211,0.38526
6,GEN,0.69626,59.49799,0.50000,0.00000,0.00000,0.31158,0.33684
7,GEN,0.69626,53.10357,0.50000,0.00000,0.00000,0.32000,0.40632
8,DISC,0.69566,53.10357,0.50000,0.00000,0.00000,0.34526,0.34526
9,DISC,0.69493,53.10357,0.50000,0.00000,0.00000,0.33684,0.32000
10,DISC,0.69492,53.10357,0.50000,0.00000,0.00000,0.30737,0.33474
11,DISC,0.69407,53.10357,0.50000,0.00000,0.00000,0.30947,0.32211
12,DISC,0.69309,53.10357,0.50000,0.00000,0.00000,0.34105,0.36421
13,GEN,0.69309,53.21749,0.50000,0.00000,0.00000,0.34105,0.31579
14,GEN,0.69309,53.61597,0.50000,0.00000,0.00000,0.33053,0.31789
15,DISC,0.69195,53.61597,0.50000,0.00000,0.00000,0.33263,0.29474
16,DISC,0.69219,53.61597,0.50000,0.00000,0.00000,0.32842,0.38105
17,DISC,0.69100,53.61597,0.50000,0.00000,0.00000,0.32421,0.32000
18,DISC,0.69164,53.61597,0.50000,0.00000,0.00000,0.33895,0.34316
19,DISC,0.69072,53.61597,0.50000,0.00000,0.00000,0.33263,0.32632
20,GEN,0.69072,52.53994,0.50000,0.00000,0.00000,0.37684,0.32421
21,GEN,0.69072,49.12766,0.50000,0.00000,0.00000,0.32000,0.29895
22,DISC,0.69015,49.12766,0.50000,0.00000,0.00000,0.32842,0.32842
23,DISC,0.68889,49.12766,0.50000,0.00000,0.00000,0.36000,0.30947
24,DISC,0.68901,49.12766,0.50000,0.00000,0.00000,0.33053,0.33474
25,DISC,0.68780,49.12766,0.50000,0.00000,0.00000,0.33053,0.32211
26,DISC,0.68773,49.12766,0.50000,0.00000,0.00000,0.34947,0.27579
27,GEN,0.68773,55.22038,0.50000,0.00000,0.00000,0.33053,0.31368
28,GEN,0.68773,52.16026,0.50000,0.00000,0.00000,0.41263,0.34316
29,DISC,0.68798,52.16026,0.50000,0.00000,0.00000,0.33684,0.31579
30,DISC,0.68706,52.16026,0.50000,0.00000,0.00000,0.36000,0.33684
31,DISC,0.68639,52.16026,0.50000,0.00000,0.00000,0.30316,0.33684
32,DISC,0.68640,52.16026,0.50000,0.00000,0.00000,0.29684,0.34316
33,DISC,0.68503,52.16026,0.50000,0.00000,0.00000,0.33053,0.34105
34,DISC,0.68648,52.16026,0.50000,0.00000,0.00000,0.33895,0.35368
35,DISC,0.68487,52.16026,0.50000,0.00000,0.00000,0.36842,0.31158
36,DISC,0.68465,52.16026,0.50000,0.00000,0.00000,0.32632,0.34105
37,DISC,0.68441,52.16026,0.50000,0.00000,0.00000,0.34105,0.30737
38,DISC,0.68449,52.16026,0.50000,0.00000,0.00000,0.35579,0.33684
