Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.71148,44.90512,0.50000,0.00000,0.00000,0.39024,0.35033
2,DISC,0.71130,44.90512,0.50000,0.00000,0.00000,0.37916,0.37916
3,DISC,0.71098,44.90512,0.50000,0.00000,0.00000,0.36585,0.31929
4,DISC,0.71151,44.90512,0.50000,0.00000,0.00000,0.30599,0.33481
5,DISC,0.71063,44.90512,0.50000,0.00000,0.00000,0.36585,0.33038
6,GEN,0.71063,45.80556,0.50000,0.00000,0.00000,0.30377,0.32594
7,GEN,0.71063,45.65193,0.50000,0.00000,0.00000,0.34590,0.39690
8,DISC,0.71059,45.65193,0.50000,0.00000,0.00000,0.28825,0.31707
9,DISC,0.71052,45.65193,0.50000,0.00000,0.00000,0.32594,0.32373
10,DISC,0.70992,45.65193,0.50000,0.00000,0.00000,0.32816,0.30599
11,DISC,0.70919,45.65193,0.50000,0.00000,0.00000,0.34368,0.33259
12,DISC,0.70912,45.65193,0.50000,0.00000,0.00000,0.29490,0.31486
13,GEN,0.70912,46.14508,0.50000,0.00000,0.00000,0.35698,0.33703
14,GEN,0.70912,43.31657,0.50000,0.00000,0.00000,0.35920,0.34146
15,DISC,0.70877,43.31657,0.50000,0.00000,0.00000,0.34812,0.36142
16,DISC,0.70843,43.31657,0.50000,0.00000,0.00000,0.36364,0.33481
17,DISC,0.70880,43.31657,0.50000,0.00000,0.00000,0.31707,0.27716
18,DISC,0.70845,43.31657,0.50000,0.00000,0.00000,0.31486,0.32594
19,DISC,0.70784,43.31657,0.50000,0.00000,0.00000,0.32373,0.30820
20,GEN,0.70784,45.48129,0.50000,0.00000,0.00000,0.34812,0.30820
21,GEN,0.70784,41.59473,0.50000,0.00000,0.00000,0.37251,0.37694
22,DISC,0.70788,41.59473,0.50000,0.00000,0.00000,0.31929,0.32594
23,DISC,0.70725,41.59473,0.50000,0.00000,0.00000,0.31264,0.30599
24,DISC,0.70737,41.59473,0.50000,0.00000,0.00000,0.34368,0.37472
25,DISC,0.70692,41.59473,0.50000,0.00000,0.00000,0.30155,0.33481
26,DISC,0.70668,41.59473,0.50000,0.00000,0.00000,0.32816,0.30820
27,GEN,0.70668,41.98537,0.50000,0.00000,0.00000,0.39024,0.30820
28,GEN,0.70668,41.70975,0.50000,0.00000,0.00000,0.34590,0.33481
29,DISC,0.70602,41.70975,0.50000,0.00000,0.00000,0.34812,0.32594
30,DISC,0.70590,41.70975,0.50000,0.00000,0.00000,0.32816,0.33925
31,DISC,0.70540,41.70975,0.50000,0.00000,0.00000,0.33925,0.29933
32,DISC,0.70529,41.70975,0.50000,0.00000,0.00000,0.32151,0.34146
33,DISC,0.70525,41.70975,0.50000,0.00000,0.00000,0.33925,0.30155
34,DISC,0.70496,41.70975,0.50000,0.00000,0.00000,0.32373,0.30377
35,DISC,0.70484,41.70975,0.50000,0.00000,0.00000,0.33481,0.37472
36,DISC,0.70457,41.70975,0.50000,0.00000,0.00000,0.34368,0.31486
37,DISC,0.70448,41.70975,0.50000,0.00000,0.00000,0.35477,0.33038
38,DISC,0.70417,41.70975,0.50000,0.00000,0.00000,0.31929,0.31486
39,DISC,0.70412,41.70975,0.50000,0.00000,0.00000,0.33481,0.34368
40,DISC,0.70350,41.70975,0.50000,0.00000,0.00000,0.32816,0.29268
41,DISC,0.70353,41.70975,0.50000,0.00000,0.00000,0.36364,0.35477
42,DISC,0.70341,41.70975,0.50000,0.00000,0.00000,0.30820,0.33259
43,DISC,0.70371,41.70975,0.50000,0.00000,0.00000,0.37916,0.36142
44,DISC,0.70278,41.70975,0.50000,0.00000,0.00000,0.33038,0.35033
45,DISC,0.70294,41.70975,0.50000,0.00000,0.00000,0.33481,0.31042
46,DISC,0.70272,41.70975,0.50000,0.00000,0.00000,0.32816,0.32594
47,DISC,0.70256,41.70975,0.50000,0.00000,0.00000,0.32373,0.30599
48,DISC,0.70214,41.70975,0.50000,0.00000,0.00000,0.31929,0.35698
49,DISC,0.70241,41.70975,0.50000,0.00000,0.00000,0.30377,0.31264
50,DISC,0.70222,41.70975,0.50000,0.00000,0.00000,0.34368,0.37472
51,DISC,0.70193,41.70975,0.50000,0.00000,0.00000,0.35920,0.31486
52,DISC,0.70198,41.70975,0.50000,0.00000,0.00000,0.30377,0.32373
53,DISC,0.70159,41.70975,0.50000,0.00000,0.00000,0.31486,0.36364
54,DISC,0.70081,41.70975,0.50000,0.00000,0.00000,0.29268,0.38359
55,DISC,0.70159,41.70975,0.50000,0.00000,0.00000,0.32373,0.32373
56,DISC,0.70067,41.70975,0.50000,0.00000,0.00000,0.31707,0.34590
57,DISC,0.70066,41.70975,0.50000,0.00000,0.00000,0.33925,0.36364
58,DISC,0.70078,41.70975,0.50000,0.00000,0.00000,0.35033,0.32373
59,DISC,0.70048,41.70975,0.50000,0.00000,0.00000,0.31264,0.35920
60,DISC,0.70059,41.70975,0.50000,0.00000,0.00000,0.31264,0.35920
61,DISC,0.69982,41.70975,0.50000,0.00000,0.00000,0.32816,0.31042
62,DISC,0.70000,41.70975,0.50000,0.00000,0.00000,0.37472,0.33703
63,DISC,0.69983,41.70975,0.50000,0.00000,0.00000,0.35920,0.34146
64,DISC,0.69964,41.70975,0.50000,0.00000,0.00000,0.30599,0.33703
65,DISC,0.69923,41.70975,0.50000,0.00000,0.00000,0.31929,0.30377
66,DISC,0.69909,41.70975,0.50000,0.00000,0.00000,0.32373,0.37029
67,DISC,0.69904,41.70975,0.50000,0.00000,0.00000,0.27273,0.35033
68,DISC,0.69911,41.70975,0.50000,0.00000,0.00000,0.31264,0.30599
69,DISC,0.69902,41.70975,0.50000,0.00000,0.00000,0.34812,0.30155
70,DISC,0.69803,41.70975,0.50000,0.00000,0.00000,0.31042,0.34146
71,DISC,0.69853,41.70975,0.50000,0.00000,0.00000,0.33038,0.35920
72,DISC,0.69831,41.70975,0.50000,0.00000,0.00000,0.31042,0.36364
73,DISC,0.69781,41.70975,0.50000,0.00000,0.00000,0.31929,0.35920
74,DISC,0.69828,41.70975,0.50000,0.00000,0.00000,0.33703,0.37472
75,DISC,0.69737,41.70975,0.50000,0.00000,0.00000,0.31486,0.33481
76,DISC,0.69780,41.70975,0.50000,0.00000,0.00000,0.32151,0.38137
77,DISC,0.69777,41.70975,0.50000,0.00000,0.00000,0.33703,0.31264
78,DISC,0.69697,41.70975,0.50000,0.00000,0.00000,0.32816,0.35255
79,DISC,0.69692,41.70975,0.50000,0.00000,0.00000,0.33481,0.29047
80,DISC,0.69696,41.70975,0.50000,0.00000,0.00000,0.31929,0.37472
81,DISC,0.69650,41.70975,0.50000,0.00000,0.00000,0.31264,0.32594
82,DISC,0.69657,41.70975,0.50000,0.00000,0.00000,0.32373,0.33481
83,DISC,0.69643,41.70975,0.50000,0.00000,0.00000,0.36807,0.33925
84,DISC,0.69592,41.70975,0.50000,0.00000,0.00000,0.33038,0.33259
85,DISC,0.69589,41.70975,0.50000,0.00000,0.00000,0.36364,0.36807
86,DISC,0.69602,41.70975,0.50000,0.00000,0.00000,0.31929,0.32373
87,DISC,0.69551,41.70975,0.50000,0.00000,0.00000,0.27494,0.31264
88,DISC,0.69565,41.70975,0.50000,0.00000,0.00000,0.30377,0.34590
89,DISC,0.69538,41.70975,0.50000,0.00000,0.00000,0.31264,0.29933
90,DISC,0.69551,41.70975,0.50000,0.00000,0.00000,0.31707,0.36142
91,DISC,0.69498,41.70975,0.50000,0.00000,0.00000,0.29712,0.33925
92,DISC,0.69466,41.70975,0.50000,0.00000,0.00000,0.39911,0.32373
93,DISC,0.69408,41.70975,0.50000,0.00000,0.00000,0.33925,0.39246
