+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
| Epoch | Training | Discriminator Loss | Generator Loss | D_Accuracy |  D_fpR  | D_Recall |  A_fpR  |  U_fpR  |
+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
|   1   |   DISC   |      0.72351       |    70.18956    |  0.50000   | 0.00000 | 0.00000  | 0.29732 | 0.13013 |
|   2   |   DISC   |      0.72333       |    70.18956    |  0.50000   | 0.00000 | 0.00000  | 0.31782 | 0.11041 |
|   3   |   DISC   |      0.72288       |    70.18956    |  0.50000   | 0.00000 | 0.00000  | 0.30836 | 0.12382 |
|   4   |   DISC   |      0.72181       |    70.18956    |  0.50000   | 0.00000 | 0.00000  | 0.32334 | 0.11987 |
|   5   |   DISC   |      0.72164       |    70.18956    |  0.50000   | 0.00000 | 0.00000  | 0.33044 | 0.12066 |
|   6   |   GEN    |      0.72164       |    73.60516    |  0.50000   | 0.00000 | 0.00000  | 0.30284 | 0.13486 |
|   7   |   GEN    |      0.72164       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.31388 | 0.12224 |
|   8   |   DISC   |      0.72108       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.30442 | 0.12382 |
|   9   |   DISC   |      0.72056       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.32256 | 0.11987 |
|   10  |   DISC   |      0.71994       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.30284 | 0.12145 |
|   11  |   DISC   |      0.72010       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.31151 | 0.11909 |
|   12  |   DISC   |      0.71960       |    71.93434    |  0.50000   | 0.00000 | 0.00000  | 0.29259 | 0.13644 |
|   13  |   GEN    |      0.71960       |    70.69626    |  0.50000   | 0.00000 | 0.00000  | 0.32729 | 0.12145 |
|   14  |   GEN    |      0.71960       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.31073 | 0.12461 |
|   15  |   DISC   |      0.71876       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.31230 | 0.10804 |
|   16  |   DISC   |      0.71930       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.29101 | 0.10647 |
|   17  |   DISC   |      0.71808       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.31467 | 0.10095 |
|   18  |   DISC   |      0.71823       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.32334 | 0.10804 |
|   19  |   DISC   |      0.71693       |    70.36865    |  0.50000   | 0.00000 | 0.00000  | 0.31309 | 0.12066 |
|   20  |   GEN    |      0.71693       |    69.34779    |  0.50000   | 0.00000 | 0.00000  | 0.31151 | 0.11514 |
|   21  |   GEN    |      0.71693       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.30678 | 0.12539 |
|   22  |   DISC   |      0.71711       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.29968 | 0.13249 |
|   23  |   DISC   |      0.71682       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.32492 | 0.10410 |
|   24  |   DISC   |      0.71596       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.30836 | 0.11435 |
|   25  |   DISC   |      0.71623       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.32413 | 0.13880 |
|   26  |   DISC   |      0.71565       |    69.75694    |  0.50000   | 0.00000 | 0.00000  | 0.30599 | 0.11987 |
|   27  |   GEN    |      0.71565       |    68.44292    |  0.50000   | 0.00000 | 0.00000  | 0.30757 | 0.12539 |
|   28  |   GEN    |      0.71565       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29653 | 0.12382 |
|   29  |   DISC   |      0.71506       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32098 | 0.14748 |
|   30  |   DISC   |      0.71447       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29574 | 0.10883 |
|   31  |   DISC   |      0.71421       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29890 | 0.13565 |
|   32  |   DISC   |      0.71338       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31625 | 0.12855 |
|   33  |   DISC   |      0.71246       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31467 | 0.10962 |
|   34  |   DISC   |      0.71225       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30205 | 0.11751 |
|   35  |   DISC   |      0.71181       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30126 | 0.12855 |
|   36  |   DISC   |      0.71160       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29574 | 0.13959 |
|   37  |   DISC   |      0.71195       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30915 | 0.12934 |
|   38  |   DISC   |      0.71139       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31782 | 0.13644 |
|   39  |   DISC   |      0.71055       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29495 | 0.13644 |
|   40  |   DISC   |      0.71053       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32177 | 0.12461 |
|   41  |   DISC   |      0.70962       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30284 | 0.11987 |
|   42  |   DISC   |      0.70944       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30836 | 0.13170 |
|   43  |   DISC   |      0.70935       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30521 | 0.13013 |
|   44  |   DISC   |      0.70922       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.33281 | 0.11593 |
|   45  |   DISC   |      0.70882       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30442 | 0.12382 |
|   46  |   DISC   |      0.70801       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30047 | 0.12303 |
|   47  |   DISC   |      0.70756       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31625 | 0.11041 |
|   48  |   DISC   |      0.70754       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30757 | 0.13013 |
|   49  |   DISC   |      0.70720       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30836 | 0.12855 |
|   50  |   DISC   |      0.70713       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32729 | 0.11751 |
|   51  |   DISC   |      0.70670       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32413 | 0.11909 |
|   52  |   DISC   |      0.70646       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30126 | 0.11751 |
|   53  |   DISC   |      0.70599       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31625 | 0.13091 |
|   54  |   DISC   |      0.70534       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30442 | 0.12697 |
|   55  |   DISC   |      0.70479       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30915 | 0.10962 |
|   56  |   DISC   |      0.70461       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31940 | 0.12934 |
|   57  |   DISC   |      0.70445       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.26814 | 0.11987 |
|   58  |   DISC   |      0.70333       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31861 | 0.13486 |
|   59  |   DISC   |      0.70396       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32177 | 0.13170 |
|   60  |   DISC   |      0.70358       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30994 | 0.13091 |
|   61  |   DISC   |      0.70314       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31546 | 0.13013 |
|   62  |   DISC   |      0.70270       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31388 | 0.12855 |
|   63  |   DISC   |      0.70241       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32571 | 0.11356 |
|   64  |   DISC   |      0.70243       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31546 | 0.09700 |
|   65  |   DISC   |      0.70140       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32177 | 0.12461 |
|   66  |   DISC   |      0.70155       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.27760 | 0.11909 |
|   67  |   DISC   |      0.70080       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29259 | 0.10489 |
|   68  |   DISC   |      0.70100       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30757 | 0.12618 |
|   69  |   DISC   |      0.70064       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32492 | 0.13722 |
|   70  |   DISC   |      0.69975       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32413 | 0.14669 |
|   71  |   DISC   |      0.69953       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32256 | 0.13328 |
|   72  |   DISC   |      0.69996       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29890 | 0.12461 |
|   73  |   DISC   |      0.69862       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32808 | 0.13565 |
|   74  |   DISC   |      0.69831       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.33044 | 0.12539 |
|   75  |   DISC   |      0.69854       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32098 | 0.13013 |
|   76  |   DISC   |      0.69777       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31546 | 0.11751 |
|   77  |   DISC   |      0.69733       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30599 | 0.11909 |
|   78  |   DISC   |      0.69704       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30678 | 0.12066 |
|   79  |   DISC   |      0.69704       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32413 | 0.11751 |
|   80  |   DISC   |      0.69660       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31861 | 0.12145 |
|   81  |   DISC   |      0.69650       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31861 | 0.12855 |
|   82  |   DISC   |      0.69583       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30915 | 0.12618 |
|   83  |   DISC   |      0.69563       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31309 | 0.11278 |
|   84  |   DISC   |      0.69500       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31073 | 0.11593 |
|   85  |   DISC   |      0.69453       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29416 | 0.13013 |
|   86  |   DISC   |      0.69464       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29259 | 0.14590 |
|   87  |   DISC   |      0.69473       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29338 | 0.12855 |
|   88  |   DISC   |      0.69358       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31073 | 0.11356 |
|   89  |   DISC   |      0.69378       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32492 | 0.11514 |
|   90  |   DISC   |      0.69341       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30678 | 0.12934 |
|   91  |   DISC   |      0.69250       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32650 | 0.11514 |
|   92  |   DISC   |      0.69229       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31703 | 0.11672 |
|   93  |   DISC   |      0.69182       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31309 | 0.11199 |
|   94  |   DISC   |      0.69177       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30599 | 0.12461 |
|   95  |   DISC   |      0.69111       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30757 | 0.10804 |
|   96  |   DISC   |      0.69073       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30994 | 0.12618 |
|   97  |   DISC   |      0.69055       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31940 | 0.11751 |
|   98  |   DISC   |      0.69010       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31230 | 0.11672 |
|   99  |   DISC   |      0.68911       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30442 | 0.11909 |
|  100  |   DISC   |      0.68913       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29416 | 0.11672 |
|  101  |   DISC   |      0.68867       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.33991 | 0.12303 |
|  102  |   DISC   |      0.68841       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.31546 | 0.12303 |
|  103  |   DISC   |      0.68774       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29259 | 0.13407 |
|  104  |   DISC   |      0.68713       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32492 | 0.11987 |
|  105  |   DISC   |      0.68626       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30205 | 0.13722 |
|  106  |   DISC   |      0.68681       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.29338 | 0.11830 |
|  107  |   DISC   |      0.68613       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.28470 | 0.13249 |
|  108  |   DISC   |      0.68558       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30757 | 0.10962 |
|  109  |   DISC   |      0.68579       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30363 | 0.11278 |
|  110  |   DISC   |      0.68442       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.30284 | 0.13013 |
|  111  |   DISC   |      0.68383       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.32177 | 0.13328 |
|  112  |   DISC   |      0.68318       |    67.39265    |  0.50000   | 0.00000 | 0.00000  | 0.33596 | 0.12539 |
