+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
| Epoch | Training | Discriminator Loss | Generator Loss | D_Accuracy |  D_fpR  | D_Recall |  A_fpR  |  U_fpR  |
+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
|   1   |   DISC   |      0.69577       |    95.07742    |  0.50121   | 0.45217 | 0.45459  | 0.28571 | 0.33036 |
|   2   |   DISC   |      0.69540       |    95.07742    |  0.50132   | 0.45218 | 0.45482  | 0.35268 | 0.31696 |
|   3   |   DISC   |      0.69524       |    95.07742    |  0.50143   | 0.45219 | 0.45505  | 0.31250 | 0.33705 |
|   4   |   DISC   |      0.69510       |    95.07742    |  0.50152   | 0.45222 | 0.45527  | 0.33036 | 0.33929 |
|   5   |   DISC   |      0.69465       |    95.07742    |  0.50163   | 0.45223 | 0.45549  | 0.37946 | 0.33705 |
|   6   |   GEN    |      0.69465       |    94.29980    |  0.50172   | 0.45205 | 0.45549  | 0.32812 | 0.35268 |
|   7   |   GEN    |      0.69465       |    95.04586    |  0.50180   | 0.45189 | 0.45549  | 0.36161 | 0.33705 |
|   8   |   DISC   |      0.69416       |    95.04586    |  0.50192   | 0.45187 | 0.45571  | 0.33036 | 0.34152 |
|   9   |   DISC   |      0.69358       |    95.04586    |  0.50199   | 0.45195 | 0.45593  | 0.31696 | 0.31027 |
|   10  |   DISC   |      0.69353       |    95.04586    |  0.50211   | 0.45193 | 0.45615  | 0.30580 | 0.34598 |
|   11  |   DISC   |      0.69325       |    95.04586    |  0.50221   | 0.45195 | 0.45637  | 0.29911 | 0.36161 |
|   12  |   DISC   |      0.69303       |    95.04586    |  0.50234   | 0.45191 | 0.45659  | 0.34598 | 0.32589 |
|   13  |   GEN    |      0.69303       |    92.01215    |  0.50237   | 0.45186 | 0.45659  | 0.29688 | 0.34152 |
|   14  |   GEN    |      0.69303       |    94.97163    |  0.50237   | 0.45184 | 0.45659  | 0.30357 | 0.36161 |
|   15  |   DISC   |      0.69250       |    94.97163    |  0.50247   | 0.45186 | 0.45681  | 0.35938 | 0.33259 |
|   16  |   DISC   |      0.69259       |    94.97163    |  0.50261   | 0.45181 | 0.45703  | 0.33036 | 0.30134 |
|   17  |   DISC   |      0.69226       |    94.97163    |  0.50269   | 0.45187 | 0.45725  | 0.31250 | 0.32812 |
|   18  |   DISC   |      0.69215       |    94.97163    |  0.50279   | 0.45189 | 0.45747  | 0.36161 | 0.32366 |
|   19  |   DISC   |      0.69188       |    94.97163    |  0.50291   | 0.45187 | 0.45769  | 0.35268 | 0.37054 |
|   20  |   GEN    |      0.69188       |    85.30717    |  0.50290   | 0.45190 | 0.45769  | 0.28795 | 0.32589 |
|   21  |   GEN    |      0.69188       |    83.58633    |  0.50288   | 0.45193 | 0.45769  | 0.34821 | 0.32812 |
|   22  |   DISC   |      0.69193       |    83.58633    |  0.50299   | 0.45193 | 0.45791  | 0.35491 | 0.35714 |
|   23  |   DISC   |      0.69138       |    83.58633    |  0.50310   | 0.45193 | 0.45813  | 0.32812 | 0.34375 |
|   24  |   DISC   |      0.69112       |    83.58633    |  0.50320   | 0.45196 | 0.45836  | 0.32366 | 0.34152 |
|   25  |   DISC   |      0.69051       |    83.58633    |  0.50333   | 0.45192 | 0.45858  | 0.32812 | 0.33929 |
|   26  |   DISC   |      0.69131       |    83.58633    |  0.50345   | 0.45189 | 0.45880  | 0.34598 | 0.34821 |
|   27  |   GEN    |      0.69131       |    73.67839    |  0.50340   | 0.45200 | 0.45880  | 0.33482 | 0.36384 |
|   28  |   GEN    |      0.69131       |    87.04657    |  0.50335   | 0.45209 | 0.45880  | 0.29911 | 0.33036 |
|   29  |   DISC   |      0.69097       |    87.04657    |  0.50349   | 0.45203 | 0.45901  | 0.33929 | 0.30804 |
|   30  |   DISC   |      0.68977       |    87.04657    |  0.50356   | 0.45210 | 0.45923  | 0.31920 | 0.29018 |
|   31  |   DISC   |      0.69033       |    87.04657    |  0.50367   | 0.45210 | 0.45944  | 0.33705 | 0.28348 |
|   32  |   DISC   |      0.68964       |    87.04657    |  0.50379   | 0.45207 | 0.45965  | 0.32812 | 0.32589 |
|   33  |   DISC   |      0.68977       |    87.04657    |  0.50387   | 0.45212 | 0.45986  | 0.30580 | 0.35938 |
|   34  |   DISC   |      0.68948       |    87.04657    |  0.50399   | 0.45209 | 0.46007  | 0.36384 | 0.35045 |
|   35  |   DISC   |      0.68939       |    87.04657    |  0.50407   | 0.45214 | 0.46028  | 0.36384 | 0.35491 |
|   36  |   DISC   |      0.68944       |    87.04657    |  0.50420   | 0.45208 | 0.46049  | 0.29464 | 0.31920 |
|   37  |   DISC   |      0.68870       |    87.04657    |  0.50431   | 0.45209 | 0.46070  | 0.31473 | 0.30357 |
|   38  |   DISC   |      0.68831       |    87.04657    |  0.50443   | 0.45205 | 0.46091  | 0.34598 | 0.39732 |
|   39  |   DISC   |      0.68788       |    87.04657    |  0.50450   | 0.45211 | 0.46112  | 0.32366 | 0.36161 |
|   40  |   DISC   |      0.68805       |    87.04657    |  0.50462   | 0.45207 | 0.46132  | 0.35491 | 0.31696 |
|   41  |   DISC   |      0.68814       |    87.04657    |  0.50471   | 0.45211 | 0.46153  | 0.29464 | 0.33705 |
|   42  |   DISC   |      0.68805       |    87.04657    |  0.50482   | 0.45209 | 0.46174  | 0.25893 | 0.32812 |
|   43  |   DISC   |      0.68712       |    87.04657    |  0.50496   | 0.45203 | 0.46194  | 0.32812 | 0.31473 |
|   44  |   DISC   |      0.68715       |    87.04657    |  0.50503   | 0.45209 | 0.46215  | 0.30134 | 0.36607 |
|   45  |   DISC   |      0.68698       |    87.04657    |  0.50514   | 0.45208 | 0.46236  | 0.29911 | 0.33482 |
|   46  |   DISC   |      0.68688       |    87.04657    |  0.50525   | 0.45207 | 0.46257  | 0.34375 | 0.35938 |
