Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.69139,109.46567,0.50166,0.47402,0.47734,0.30562,0.32584
2,DISC,0.69010,109.46567,0.50190,0.47398,0.47778,0.31011,0.35730
3,DISC,0.69021,109.46567,0.50207,0.47409,0.47822,0.32360,0.30112
4,DISC,0.69061,109.46567,0.50231,0.47404,0.47866,0.33708,0.34831
5,DISC,0.69006,109.46567,0.50256,0.47398,0.47910,0.35506,0.32584
6,GEN,0.69006,107.00528,0.50278,0.47354,0.47910,0.33933,0.35955
7,GEN,0.69006,99.50204,0.50298,0.47313,0.47910,0.34607,0.34382
8,DISC,0.68715,99.50204,0.50318,0.47317,0.47954,0.34382,0.34157
9,DISC,0.68845,99.50204,0.50341,0.47316,0.47998,0.33483,0.36180
10,DISC,0.68752,99.50204,0.50363,0.47315,0.48042,0.32584,0.35056
11,DISC,0.68612,99.50204,0.50386,0.47313,0.48086,0.31011,0.31011
12,DISC,0.68679,99.50204,0.50410,0.47310,0.48130,0.33258,0.28764
13,GEN,0.68679,100.79773,0.50429,0.47272,0.48130,0.35506,0.33258
14,GEN,0.68679,99.89157,0.50444,0.47242,0.48130,0.29438,0.34607
15,DISC,0.68508,99.89157,0.50467,0.47241,0.48174,0.34157,0.33483
16,DISC,0.68423,99.89157,0.50491,0.47236,0.48218,0.33483,0.34831
17,DISC,0.68471,99.89157,0.50515,0.47233,0.48263,0.30787,0.32584
18,DISC,0.68352,99.89157,0.50537,0.47233,0.48307,0.37528,0.32809
19,DISC,0.68361,99.89157,0.50563,0.47224,0.48351,0.34382,0.33034
20,GEN,0.68361,92.65047,0.50572,0.47207,0.48351,0.36404,0.33483
21,GEN,0.68361,103.31502,0.50587,0.47178,0.48351,0.35730,0.32360
22,DISC,0.68239,103.31502,0.50605,0.47186,0.48395,0.32584,0.37079
23,DISC,0.68260,103.31502,0.50628,0.47184,0.48440,0.31461,0.31461
24,DISC,0.68115,103.31502,0.50651,0.47181,0.48484,0.32809,0.35955
25,DISC,0.68153,103.31502,0.50674,0.47180,0.48528,0.32584,0.29888
26,DISC,0.68067,103.31502,0.50699,0.47174,0.48572,0.34607,0.29438
27,GEN,0.68067,102.81322,0.50707,0.47158,0.48572,0.34157,0.32360
28,GEN,0.68067,90.92227,0.50718,0.47137,0.48572,0.30562,0.37079
29,DISC,0.67948,90.92227,0.50748,0.47121,0.48617,0.29663,0.38202
30,DISC,0.67879,90.92227,0.50766,0.47128,0.48661,0.36180,0.33258
31,DISC,0.67881,90.92227,0.50787,0.47130,0.48705,0.33258,0.31910
32,DISC,0.67842,90.92227,0.50809,0.47133,0.48750,0.33933,0.33034
33,DISC,0.67768,90.92227,0.50839,0.47116,0.48794,0.34607,0.32135
34,DISC,0.67711,90.92227,0.50852,0.47134,0.48839,0.36404,0.32809
35,DISC,0.67698,90.92227,0.50878,0.47127,0.48883,0.33483,0.36180
36,DISC,0.67659,90.92227,0.50897,0.47133,0.48928,0.34831,0.33708
37,DISC,0.67595,90.92227,0.50927,0.47118,0.48973,0.34157,0.34382
38,DISC,0.67502,90.92227,0.50952,0.47114,0.49018,0.31236,0.34382
39,DISC,0.67525,90.92227,0.50965,0.47133,0.49063,0.33034,0.34607
40,DISC,0.67521,90.92227,0.51000,0.47108,0.49108,0.29663,0.34607
41,DISC,0.67530,90.92227,0.51028,0.47097,0.49154,0.38202,0.34831
42,DISC,0.67342,90.92227,0.51041,0.47117,0.49199,0.32135,0.32584
43,DISC,0.67365,90.92227,0.51071,0.47102,0.49245,0.33708,0.36629
44,DISC,0.67184,90.92227,0.51097,0.47098,0.49291,0.31461,0.35730
45,DISC,0.67213,90.92227,0.51113,0.47112,0.49337,0.30787,0.32809
46,DISC,0.67218,90.92227,0.51137,0.47110,0.49384,0.31236,0.33483
47,DISC,0.67137,90.92227,0.51173,0.47084,0.49431,0.36629,0.34831
48,DISC,0.67030,90.92227,0.51187,0.47105,0.49478,0.34382,0.32584
