Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.67467,171.64311,0.51003,0.49576,0.51582,0.35111,0.32889
2,DISC,0.67514,171.64311,0.51024,0.49570,0.51618,0.33778,0.32889
3,DISC,0.67502,171.64311,0.51045,0.49563,0.51653,0.36000,0.30000
4,DISC,0.67392,171.64311,0.51068,0.49552,0.51688,0.36444,0.32222
5,DISC,0.67459,171.64311,0.51090,0.49543,0.51723,0.33111,0.32889
6,GEN,0.67459,162.61310,0.51102,0.49520,0.51723,0.32444,0.36000
7,GEN,0.67459,145.40025,0.51105,0.49514,0.51723,0.32889,0.30889
8,DISC,0.67277,145.40025,0.51126,0.49505,0.51758,0.36222,0.33333
9,DISC,0.67167,145.40025,0.51150,0.49492,0.51793,0.30667,0.32000
10,DISC,0.67195,145.40025,0.51175,0.49477,0.51827,0.35778,0.33333
11,DISC,0.67193,145.40025,0.51196,0.49468,0.51860,0.33778,0.32000
12,DISC,0.67046,145.40025,0.51213,0.49467,0.51892,0.33556,0.35556
13,GEN,0.67046,169.22279,0.51220,0.49452,0.51892,0.35111,0.34222
14,GEN,0.67046,150.22275,0.51222,0.49448,0.51892,0.34000,0.33556
15,DISC,0.66980,150.22275,0.51243,0.49438,0.51925,0.30222,0.33556
16,DISC,0.67049,150.22275,0.51260,0.49438,0.51957,0.32889,0.35333
17,DISC,0.66921,150.22275,0.51285,0.49419,0.51988,0.35778,0.34222
18,DISC,0.66990,150.22275,0.51303,0.49415,0.52020,0.35333,0.32889
19,DISC,0.66875,150.22275,0.51325,0.49401,0.52051,0.32444,0.33778
20,GEN,0.66875,153.68640,0.51323,0.49405,0.52051,0.30889,0.33556
21,GEN,0.66875,149.19757,0.51321,0.49408,0.52051,0.32222,0.34000
22,DISC,0.66860,149.19757,0.51347,0.49387,0.52081,0.34222,0.32889
23,DISC,0.66850,149.19757,0.51363,0.49386,0.52111,0.35778,0.36000
24,DISC,0.66826,149.19757,0.51386,0.49369,0.52141,0.31111,0.32222
25,DISC,0.66697,149.19757,0.51398,0.49375,0.52171,0.31333,0.29333
26,DISC,0.66698,149.19757,0.51423,0.49354,0.52200,0.35111,0.32444
27,GEN,0.66698,134.47270,0.51421,0.49358,0.52200,0.33778,0.30222
28,GEN,0.66698,146.14758,0.51426,0.49347,0.52200,0.26889,0.32889
29,DISC,0.66719,146.14758,0.51438,0.49353,0.52229,0.33111,0.32222
30,DISC,0.66626,146.14758,0.51462,0.49335,0.52258,0.36889,0.32000
31,DISC,0.66625,146.14758,0.51475,0.49337,0.52287,0.30000,0.34667
32,DISC,0.66596,146.14758,0.51507,0.49302,0.52316,0.38000,0.30667
33,DISC,0.66412,146.14758,0.51518,0.49308,0.52345,0.30444,0.33333
34,DISC,0.66458,146.14758,0.51542,0.49289,0.52374,0.31111,0.33778
35,DISC,0.66386,146.14758,0.51562,0.49279,0.52402,0.31778,0.34000
36,DISC,0.66475,146.14758,0.51578,0.49276,0.52431,0.35333,0.34667
37,DISC,0.66393,146.14758,0.51594,0.49272,0.52460,0.32667,0.29556
38,DISC,0.66416,146.14758,0.51623,0.49243,0.52489,0.30889,0.35778
39,DISC,0.66346,146.14758,0.51642,0.49233,0.52517,0.32667,0.29778
40,DISC,0.66249,146.14758,0.51658,0.49229,0.52546,0.30667,0.32889
41,DISC,0.66281,146.14758,0.51680,0.49214,0.52575,0.36000,0.33111
42,DISC,0.66240,146.14758,0.51702,0.49200,0.52604,0.33778,0.36667
43,DISC,0.66237,146.14758,0.51720,0.49193,0.52633,0.32444,0.33778
44,DISC,0.66211,146.14758,0.51736,0.49189,0.52661,0.28667,0.29556
45,DISC,0.66065,146.14758,0.51771,0.49148,0.52690,0.34222,0.30889
46,DISC,0.66041,146.14758,0.51775,0.49170,0.52719,0.31333,0.33778
47,DISC,0.66030,146.14758,0.51808,0.49131,0.52748,0.35556,0.35333
48,DISC,0.65947,146.14758,0.51822,0.49133,0.52777,0.36889,0.33778
49,DISC,0.65944,146.14758,0.51848,0.49110,0.52805,0.32222,0.34889
50,DISC,0.65903,146.14758,0.51861,0.49112,0.52834,0.29778,0.36000
51,DISC,0.65864,146.14758,0.51889,0.49085,0.52863,0.34000,0.33556
52,DISC,0.65808,146.14758,0.51910,0.49073,0.52892,0.35111,0.34444
53,DISC,0.65852,146.14758,0.51924,0.49073,0.52921,0.32667,0.35556
54,DISC,0.65785,146.14758,0.51943,0.49065,0.52951,0.31111,0.34444
55,DISC,0.65702,146.14758,0.51967,0.49047,0.52980,0.31556,0.39111
56,DISC,0.65570,146.14758,0.51990,0.49029,0.53009,0.32444,0.33333
57,DISC,0.65565,146.14758,0.52008,0.49023,0.53039,0.35778,0.35556
58,DISC,0.65516,146.14758,0.52035,0.48998,0.53068,0.35333,0.36444
59,DISC,0.65446,146.14758,0.52048,0.49002,0.53098,0.35111,0.31111
60,DISC,0.65530,146.14758,0.52073,0.48981,0.53127,0.33333,0.32889
61,DISC,0.65365,146.14758,0.52097,0.48964,0.53157,0.30889,0.35111
62,DISC,0.65499,146.14758,0.52120,0.48946,0.53186,0.30000,0.35111
63,DISC,0.65282,146.14758,0.52137,0.48942,0.53216,0.37778,0.31778
64,DISC,0.65363,146.14758,0.52155,0.48935,0.53246,0.33778,0.32222
65,DISC,0.65260,146.14758,0.52185,0.48906,0.53276,0.33333,0.32000
66,DISC,0.65287,146.14758,0.52200,0.48906,0.53306,0.32667,0.34000
67,DISC,0.65156,146.14758,0.52230,0.48877,0.53337,0.35111,0.30667
68,DISC,0.65271,146.14758,0.52253,0.48862,0.53367,0.32222,0.30444
69,DISC,0.65113,146.14758,0.52268,0.48862,0.53397,0.34000,0.37111
70,DISC,0.65159,146.14758,0.52292,0.48844,0.53427,0.32222,0.28667
71,DISC,0.65118,146.14758,0.52310,0.48837,0.53458,0.34222,0.37111
72,DISC,0.65039,146.14758,0.52339,0.48810,0.53488,0.34889,0.34667
73,DISC,0.65050,146.14758,0.52352,0.48815,0.53518,0.31333,0.31556
74,DISC,0.64917,146.14758,0.52375,0.48799,0.53549,0.31333,0.34000
75,DISC,0.64922,146.14758,0.52398,0.48782,0.53579,0.32667,0.34000
76,DISC,0.64954,146.14758,0.52424,0.48761,0.53609,0.29778,0.32889
77,DISC,0.64765,146.14758,0.52443,0.48754,0.53640,0.35778,0.34222
78,DISC,0.64742,146.14758,0.52466,0.48738,0.53670,0.32000,0.34222
79,DISC,0.64852,146.14758,0.52486,0.48729,0.53700,0.33778,0.31556
80,DISC,0.64702,146.14758,0.52509,0.48712,0.53730,0.35556,0.34000
81,DISC,0.64727,146.14758,0.52534,0.48693,0.53761,0.33556,0.37333
82,DISC,0.64607,146.14758,0.52549,0.48693,0.53791,0.33111,0.31778
83,DISC,0.64621,146.14758,0.52575,0.48672,0.53822,0.30222,0.31333
84,DISC,0.64530,146.14758,0.52597,0.48659,0.53852,0.30444,0.35111
85,DISC,0.64404,146.14758,0.52625,0.48633,0.53883,0.32222,0.29556
86,DISC,0.64411,146.14758,0.52641,0.48632,0.53914,0.30222,0.34444
87,DISC,0.64340,146.14758,0.52669,0.48607,0.53946,0.33111,0.30000
88,DISC,0.64505,146.14758,0.52691,0.48596,0.53977,0.36000,0.33111
89,DISC,0.64344,146.14758,0.52710,0.48589,0.54009,0.36222,0.34444
90,DISC,0.64278,146.14758,0.52733,0.48574,0.54041,0.34222,0.32000
91,DISC,0.64223,146.14758,0.52753,0.48566,0.54073,0.32889,0.32222
92,DISC,0.64284,146.14758,0.52780,0.48545,0.54105,0.34000,0.31778
93,DISC,0.64207,146.14758,0.52797,0.48544,0.54138,0.37556,0.31778
94,DISC,0.64208,146.14758,0.52832,0.48506,0.54171,0.35778,0.32667
