Epoch,Training,Discriminator Loss,Generator Loss,D_Accuracy,D_fpR,D_Recall,A_fpR,U_fpR
1,DISC,0.67535,160.87714,0.50994,0.47954,0.49943,0.32222,0.27778
2,DISC,0.67470,160.87714,0.51024,0.47954,0.50002,0.36667,0.34667
3,DISC,0.67400,160.87714,0.51050,0.47963,0.50062,0.28889,0.36222
4,DISC,0.67391,160.87714,0.51081,0.47960,0.50122,0.35556,0.29111
5,DISC,0.67293,160.87714,0.51113,0.47956,0.50182,0.33556,0.35556
6,GEN,0.67293,148.67049,0.51118,0.47946,0.50182,0.35778,0.33111
7,GEN,0.67293,145.47243,0.51121,0.47941,0.50182,0.34000,0.33778
8,DISC,0.67227,145.47243,0.51153,0.47936,0.50242,0.36444,0.34222
9,DISC,0.67151,145.47243,0.51182,0.47939,0.50302,0.32000,0.36444
10,DISC,0.67067,145.47243,0.51214,0.47935,0.50363,0.33556,0.38667
11,DISC,0.66993,145.47243,0.51239,0.47945,0.50423,0.32222,0.31111
12,DISC,0.66968,145.47243,0.51269,0.47945,0.50483,0.36222,0.36222
13,GEN,0.66968,136.45599,0.51272,0.47940,0.50483,0.33778,0.32000
14,GEN,0.66968,144.17282,0.51276,0.47932,0.50483,0.33778,0.34667
15,DISC,0.66944,144.17282,0.51307,0.47929,0.50544,0.34667,0.33111
16,DISC,0.66827,144.17282,0.51330,0.47944,0.50604,0.34667,0.35111
17,DISC,0.66819,144.17282,0.51360,0.47944,0.50665,0.34000,0.33111
18,DISC,0.66687,144.17282,0.51392,0.47942,0.50726,0.34444,0.31556
19,DISC,0.66724,144.17282,0.51423,0.47941,0.50787,0.30667,0.33778
20,GEN,0.66724,138.78085,0.51426,0.47935,0.50787,0.29333,0.32889
21,GEN,0.66724,139.68314,0.51428,0.47931,0.50787,0.38444,0.33778
22,DISC,0.66545,139.68314,0.51456,0.47935,0.50848,0.34222,0.32889
23,DISC,0.66515,139.68314,0.51487,0.47935,0.50909,0.34222,0.33333
24,DISC,0.66460,139.68314,0.51513,0.47944,0.50970,0.35333,0.34000
25,DISC,0.66446,139.68314,0.51548,0.47934,0.51031,0.33556,0.32000
26,DISC,0.66312,139.68314,0.51578,0.47937,0.51092,0.33556,0.33556
27,GEN,0.66312,128.07416,0.51580,0.47932,0.51092,0.36000,0.33333
28,GEN,0.66312,111.64780,0.51579,0.47935,0.51092,0.35111,0.33556
29,DISC,0.66318,111.64780,0.51608,0.47937,0.51154,0.35111,0.36000
30,DISC,0.66266,111.64780,0.51636,0.47944,0.51216,0.36889,0.35778
31,DISC,0.66171,111.64780,0.51671,0.47936,0.51278,0.35111,0.35778
32,DISC,0.66171,111.64780,0.51704,0.47932,0.51340,0.31111,0.35556
