+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
| Epoch | Training | Discriminator Loss | Generator Loss | D_Accuracy |  D_fpR  | D_Recall |  A_fpR  |  U_fpR  |
+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
|   1   |   DISC   |      0.69398       |    36.29998    |  0.49112   | 1.00000 | 0.98223  | 0.35787 | 0.30964 |
|   2   |   DISC   |      0.69295       |    36.29998    |  0.49112   | 1.00000 | 0.98223  | 0.34518 | 0.33756 |
|   3   |   DISC   |      0.69227       |    36.29998    |  0.50000   | 1.00000 | 1.00000  | 0.37563 | 0.32487 |
|   4   |   DISC   |      0.69055       |    36.29998    |  0.50000   | 1.00000 | 1.00000  | 0.34264 | 0.30711 |
|   5   |   DISC   |      0.69026       |    36.29998    |  0.50000   | 1.00000 | 1.00000  | 0.29442 | 0.34010 |
|   6   |   GEN    |      0.69026       |    41.96452    |  0.50000   | 1.00000 | 1.00000  | 0.31472 | 0.31980 |
|   7   |   GEN    |      0.69026       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.37817 | 0.35787 |
|   8   |   DISC   |      0.68910       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.30203 | 0.35533 |
|   9   |   DISC   |      0.68735       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.32741 | 0.34010 |
|   10  |   DISC   |      0.68802       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.37563 | 0.34518 |
|   11  |   DISC   |      0.68813       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.36041 | 0.31980 |
|   12  |   DISC   |      0.68699       |    36.32589    |  0.50000   | 1.00000 | 1.00000  | 0.34772 | 0.34518 |
|   13  |   GEN    |      0.68699       |    35.87334    |  0.50000   | 1.00000 | 1.00000  | 0.36802 | 0.34010 |
|   14  |   GEN    |      0.68699       |    34.31516    |  0.50000   | 1.00000 | 1.00000  | 0.36548 | 0.34010 |
|   15  |   DISC   |      0.68617       |    34.31516    |  0.50000   | 1.00000 | 1.00000  | 0.34772 | 0.32741 |
