Epoch,Machine Training,Discriminator Loss,Generator Loss,FPR,Recall,Median Wasserstein,Mean Wasserstein 
3809,Discriminator,0.50111,1.86606,0.15385,0.88462,0.40092,0.41280
3810,Generator,0.50111,0.54763,0.73077,0.84615,0.27769,0.30621
3811,Generator,0.50111,0.59330,0.38462,0.73077,0.27841,0.28784
3812,Generator,0.50111,0.52417,0.34615,0.65385,0.26224,0.27765
3813,Generator,0.50111,0.79632,0.15385,0.65385,0.35122,0.37075
3814,Generator,0.50111,0.48566,0.57692,0.92308,0.25781,0.28600
3815,Generator,0.50111,0.37330,0.42308,0.84615,0.20018,0.25477
3816,Generator,0.50111,0.38746,0.42308,0.84615,0.30637,0.31576
3817,Generator,0.50111,0.68103,0.84615,0.80769,0.25854,0.31953
3818,Discriminator,0.64129,1.54057,0.38462,0.73077,0.39234,0.42340
3819,Discriminator,0.55745,1.37252,0.42308,0.73077,0.26645,0.28544
3820,Discriminator,0.58972,1.30954,0.34615,0.61538,0.21411,0.27365
3821,Discriminator,0.49796,1.99822,0.23077,0.53846,0.21532,0.25823
3822,Discriminator,0.48695,1.86666,0.30769,0.57692,0.30252,0.32276
3823,Discriminator,0.49311,1.31568,0.26923,0.84615,0.30333,0.35453
3824,Discriminator,0.57269,1.57460,0.19231,0.84615,0.25194,0.31959
3825,Generator,0.57269,0.98319,0.76923,0.73077,0.27535,0.29639
3826,Generator,0.57269,0.63772,0.46154,0.88462,0.24856,0.28594
3827,Generator,0.57269,0.75600,0.26923,0.76923,0.27325,0.30482
3828,Generator,0.57269,0.63623,0.76923,0.84615,0.30289,0.35291
3829,Generator,0.57269,0.68257,0.38462,0.80769,0.25084,0.28457
3830,Generator,0.57269,0.71201,0.80769,0.73077,0.29505,0.30854
3831,Discriminator,0.65528,0.70429,0.15385,0.76923,0.33804,0.35374
3832,Discriminator,0.62617,0.85930,0.38462,0.69231,0.26162,0.28536
3833,Discriminator,0.53529,0.94953,0.34615,0.76923,0.29206,0.35099
3834,Discriminator,0.51774,1.00031,0.38462,0.84615,0.28303,0.30133
3835,Discriminator,0.49970,1.08810,0.34615,0.76923,0.24472,0.30767
3836,Discriminator,0.53699,1.01335,0.15385,0.65385,0.25518,0.28762
3837,Discriminator,0.55677,1.37635,0.30769,0.76923,0.28115,0.31088
3838,Discriminator,0.50533,1.40517,0.26923,0.73077,0.22145,0.28080
3839,Discriminator,0.43774,1.22761,0.30769,0.57692,0.26557,0.32332
3840,Discriminator,0.49747,1.15006,0.30769,0.69231,0.30276,0.31249
3841,Discriminator,0.53368,1.27154,0.26923,0.84615,0.26071,0.29300
3842,Discriminator,0.47371,1.49047,0.50000,0.88462,0.31361,0.35088
3843,Discriminator,0.44454,1.75729,0.26923,0.80769,0.23866,0.28884
3844,Discriminator,0.47314,1.38704,0.30769,0.84615,0.24022,0.27661
3845,Discriminator,0.44848,1.49769,0.15385,0.76923,0.25146,0.30690
3846,Discriminator,0.48032,1.59398,0.34615,0.76923,0.30189,0.30668
3847,Discriminator,0.45457,1.50746,0.23077,0.80769,0.30592,0.33090
3848,Discriminator,0.42587,1.79895,0.26923,0.84615,0.23876,0.29086
3849,Discriminator,0.45435,1.59415,0.34615,0.96154,0.19471,0.25222
3850,Discriminator,0.42596,1.75002,0.19231,0.69231,0.31879,0.35897
3851,Discriminator,0.40831,2.12760,0.26923,0.88462,0.22411,0.25440
3852,Discriminator,0.41262,1.78825,0.07692,0.88462,0.26355,0.29674
3853,Generator,0.41262,0.70592,0.61538,0.80769,0.34656,0.36650
3854,Generator,0.41262,0.41022,0.80769,0.88462,0.24561,0.26503
3855,Discriminator,0.58905,0.91357,0.19231,0.76923,0.28008,0.30053
3856,Discriminator,0.48175,1.82539,0.30769,0.73077,0.25503,0.30750
3857,Discriminator,0.40159,1.91282,0.30769,0.76923,0.26916,0.29943
3858,Discriminator,0.38042,1.56303,0.30769,0.84615,0.23911,0.26966
3859,Discriminator,0.47498,2.70490,0.34615,0.80769,0.26373,0.29712
3860,Discriminator,0.42229,1.60398,0.19231,0.80769,0.17787,0.26136
3861,Generator,0.42229,0.96222,0.30769,0.84615,0.22599,0.27229
3862,Generator,0.42229,0.73747,0.23077,0.88462,0.27825,0.31016
3863,Generator,0.42229,1.00885,0.76923,0.92308,0.33297,0.37157
3864,Generator,0.42229,1.26339,0.69231,0.92308,0.22672,0.26977
3865,Generator,0.42229,0.83944,0.80769,0.88462,0.23402,0.27749
3866,Discriminator,0.57399,0.68554,0.65385,0.73077,0.22832,0.27416
3867,Discriminator,0.61585,1.34702,0.23077,0.84615,0.33348,0.39265
3868,Discriminator,0.46256,1.58905,0.26923,0.73077,0.19964,0.26085
3869,Discriminator,0.55081,1.29767,0.34615,0.76923,0.30790,0.34713
3870,Discriminator,0.48836,1.45963,0.26923,0.96154,0.22239,0.27852
3871,Discriminator,0.48453,1.43601,0.42308,0.80769,0.26020,0.32270
3872,Discriminator,0.46359,1.56603,0.23077,0.73077,0.32711,0.34189
3873,Discriminator,0.51120,2.02216,0.11538,0.84615,0.22679,0.28632
3874,Generator,0.51120,0.97765,0.38462,0.76923,0.31911,0.36258
3875,Generator,0.51120,0.62857,0.53846,0.80769,0.19742,0.27233
3876,Generator,0.51120,0.59665,0.34615,0.80769,0.21183,0.25836
3877,Generator,0.51120,0.60194,0.61538,0.69231,0.25430,0.26559
3878,Generator,0.51120,0.54422,0.73077,0.84615,0.21375,0.25911
3879,Generator,0.51120,0.45514,0.42308,0.69231,0.36370,0.42120
3880,Generator,0.51120,0.40199,0.73077,0.96154,0.27204,0.35160
3881,Generator,0.51120,0.39258,0.73077,0.80769,0.23665,0.31832
3882,Generator,0.51120,0.40288,0.80769,0.84615,0.26883,0.29013
3883,Discriminator,0.71607,0.62790,0.42308,0.73077,0.34382,0.35219
3884,Discriminator,0.52977,1.23760,0.23077,0.65385,0.23215,0.29562
3885,Discriminator,0.58265,2.15687,0.23077,0.80769,0.28737,0.31922
3886,Discriminator,0.43705,1.68211,0.19231,0.80769,0.29355,0.34633
3887,Generator,0.43705,1.08336,0.26923,0.76923,0.30799,0.34910
3888,Generator,0.43705,0.78659,0.61538,0.76923,0.24145,0.27999
3889,Generator,0.43705,0.58908,0.42308,0.80769,0.30927,0.31380
3890,Generator,0.43705,0.54262,0.69231,0.84615,0.21155,0.29453
3891,Generator,0.43705,0.60372,0.73077,0.76923,0.27219,0.28325
3892,Generator,0.43705,0.73284,0.61538,0.73077,0.37081,0.43036
3893,Generator,0.43705,0.55146,0.65385,0.76923,0.34045,0.36816
3894,Generator,0.43705,0.42967,0.73077,0.76923,0.29410,0.34229
3895,Generator,0.43705,0.50933,0.76923,0.73077,0.26719,0.32030
3896,Generator,0.43705,0.40967,0.84615,0.73077,0.25738,0.34355
3897,Discriminator,0.85804,0.54981,0.76923,0.80769,0.22299,0.30071
3898,Discriminator,0.68572,0.92864,0.26923,0.73077,0.32389,0.37181
3899,Discriminator,0.65947,1.04458,0.38462,0.61538,0.24256,0.31566
3900,Discriminator,0.62331,1.24913,0.38462,0.53846,0.28209,0.31119
3901,Discriminator,0.58413,1.42113,0.42308,0.69231,0.31203,0.37678
3902,Discriminator,0.53275,1.19557,0.30769,0.69231,0.32324,0.34317
3903,Discriminator,0.54919,1.33805,0.26923,0.76923,0.26753,0.32383
3904,Discriminator,0.53881,1.60490,0.19231,0.76923,0.23354,0.32736
3905,Discriminator,0.44744,1.31188,0.11538,0.73077,0.38072,0.40019
3906,Discriminator,0.49717,1.78600,0.23077,0.69231,0.32230,0.36272
3907,Discriminator,0.47356,2.41458,0.23077,0.80769,0.23070,0.31694
3908,Discriminator,0.38383,2.00045,0.23077,0.76923,0.35757,0.36357
3909,Discriminator,0.41233,2.18556,0.19231,0.92308,0.21490,0.31898
3910,Generator,0.41233,0.51894,0.61538,0.61538,0.24686,0.28979
3911,Generator,0.41233,0.64974,0.61538,0.84615,0.25267,0.25586
3912,Generator,0.41233,0.43792,0.53846,0.76923,0.27074,0.27736
3913,Generator,0.41233,0.42997,0.57692,0.92308,0.25385,0.26066
3914,Generator,0.41233,0.50593,0.73077,0.88462,0.31874,0.35123
3915,Generator,0.41233,0.73873,0.84615,0.88462,0.22727,0.26796
3916,Discriminator,0.71927,1.00453,0.34615,0.65385,0.20907,0.26329
3917,Discriminator,0.64212,0.97138,0.34615,0.57692,0.26588,0.30156
3918,Discriminator,0.44947,1.39552,0.11538,0.73077,0.26801,0.27636
3919,Discriminator,0.47721,1.18922,0.26923,0.76923,0.27480,0.31026
3920,Discriminator,0.46327,1.51502,0.30769,0.76923,0.29839,0.28963
3921,Discriminator,0.46680,1.56739,0.15385,0.84615,0.29367,0.30761
3922,Generator,0.46680,0.75347,0.23077,0.84615,0.22487,0.25439
3923,Generator,0.46680,0.59405,0.50000,0.69231,0.23855,0.26286
3924,Generator,0.46680,0.50130,0.76923,0.73077,0.24707,0.27980
3925,Generator,0.46680,0.47573,0.76923,0.61538,0.45271,0.43897
3926,Generator,0.46680,0.51060,0.46154,0.73077,0.28753,0.29756
3927,Generator,0.46680,0.43998,0.69231,0.65385,0.25846,0.27433
3928,Generator,0.46680,0.63422,0.61538,0.84615,0.27438,0.32598
3929,Generator,0.46680,0.58336,0.76923,0.92308,0.36211,0.36938
3930,Generator,0.46680,0.52790,0.38462,0.80769,0.28837,0.36832
3931,Generator,0.46680,0.45995,0.69231,0.80769,0.22946,0.26442
3932,Generator,0.46680,0.50686,0.61538,0.69231,0.24522,0.29744
3933,Generator,0.46680,0.35232,0.69231,0.73077,0.34075,0.37844
3934,Generator,0.46680,0.38155,0.61538,0.61538,0.27190,0.29614
3935,Generator,0.46680,0.32178,0.65385,0.84615,0.28713,0.32377
3936,Generator,0.46680,0.32604,0.88462,0.76923,0.35183,0.42648
3937,Discriminator,0.83599,0.42939,0.80769,0.80769,0.39164,0.45296
3938,Discriminator,0.58152,0.94361,0.57692,0.80769,0.32961,0.38711
3939,Discriminator,0.44051,1.68004,0.23077,0.73077,0.26791,0.30659
3940,Discriminator,0.43653,1.89918,0.19231,0.65385,0.30156,0.33724
3941,Discriminator,0.39458,2.62676,0.26923,0.69231,0.24286,0.31729
3942,Discriminator,0.36306,2.59284,0.15385,0.92308,0.32858,0.36028
3943,Generator,0.36306,0.64024,0.65385,0.65385,0.27378,0.30945
3944,Generator,0.36306,0.43000,0.57692,0.80769,0.34370,0.36139
3945,Generator,0.36306,0.67476,0.46154,0.84615,0.29163,0.28098
3946,Generator,0.36306,0.48817,0.73077,0.76923,0.33680,0.35130
3947,Generator,0.36306,0.66859,0.42308,0.80769,0.24723,0.30238
3948,Generator,0.36306,0.60916,0.46154,0.92308,0.23978,0.29785
3949,Generator,0.36306,0.42487,0.84615,0.76923,0.33270,0.40342
3950,Discriminator,0.75450,0.49696,0.46154,0.80769,0.27158,0.28988
3951,Discriminator,0.71839,2.44680,0.50000,0.57692,0.25572,0.32877
3952,Discriminator,0.49271,2.30849,0.23077,0.57692,0.26752,0.25910
3953,Discriminator,0.45981,1.99557,0.07692,0.92308,0.22340,0.29641
3954,Generator,0.45981,0.67831,0.61538,0.73077,0.32479,0.35393
3955,Generator,0.45981,0.66925,0.38462,0.65385,0.23166,0.27771
3956,Generator,0.45981,0.56546,0.19231,0.80769,0.21914,0.31411
3957,Generator,0.45981,0.81467,0.46154,0.69231,0.20176,0.28432
3958,Generator,0.45981,0.59354,0.65385,0.65385,0.26024,0.29614
3959,Generator,0.45981,0.51784,0.73077,0.80769,0.26104,0.30943
3960,Generator,0.45981,0.71677,0.61538,0.80769,0.18507,0.26475
3961,Generator,0.45981,0.75047,0.69231,0.80769,0.32733,0.40131
3962,Generator,0.45981,0.45996,0.65385,0.80769,0.26435,0.30883
3963,Generator,0.45981,0.50015,0.73077,0.88462,0.27758,0.35019
3964,Generator,0.45981,0.51567,0.61538,0.80769,0.35013,0.37335
3965,Generator,0.45981,0.45946,1.00000,0.65385,0.24488,0.29907
3966,Discriminator,0.63254,0.59700,0.42308,0.84615,0.21485,0.28734
3967,Discriminator,0.62788,1.72409,0.26923,0.73077,0.20228,0.26940
3968,Discriminator,0.54707,1.24294,0.30769,0.69231,0.20203,0.30345
3969,Discriminator,0.48646,0.99996,0.34615,0.69231,0.27203,0.32904
3970,Discriminator,0.52634,2.21568,0.30769,0.69231,0.28085,0.34069
3971,Discriminator,0.45920,1.92208,0.26923,0.80769,0.26638,0.31065
3972,Discriminator,0.48284,1.96033,0.19231,0.76923,0.23150,0.29808
3973,Discriminator,0.42416,1.22486,0.38462,0.69231,0.28847,0.36580
3974,Discriminator,0.49368,1.65601,0.19231,0.69231,0.31744,0.32743
3975,Discriminator,0.42896,2.12283,0.38462,0.84615,0.21168,0.29233
3976,Discriminator,0.36881,2.24839,0.15385,0.92308,0.26895,0.30917
3977,Generator,0.36881,0.62399,0.53846,0.69231,0.19961,0.26744
3978,Generator,0.36881,0.50678,0.92308,0.80769,0.33934,0.34754
3979,Discriminator,0.66560,0.82280,0.53846,0.88462,0.31052,0.38958
3980,Discriminator,0.61924,0.96478,0.46154,0.76923,0.26446,0.28987
3981,Discriminator,0.56341,0.98175,0.26923,0.76923,0.38589,0.42102
3982,Discriminator,0.51050,1.64906,0.26923,0.80769,0.22635,0.31041
3983,Discriminator,0.64614,1.58598,0.30769,0.69231,0.21151,0.27321
3984,Discriminator,0.52576,1.58161,0.26923,0.80769,0.28023,0.32286
3985,Discriminator,0.44383,1.39506,0.23077,0.73077,0.23074,0.29101
3986,Discriminator,0.53952,1.18052,0.26923,0.76923,0.21741,0.28667
3987,Discriminator,0.45183,1.94061,0.15385,0.92308,0.26383,0.29886
3988,Generator,0.45183,0.86815,0.26923,0.84615,0.19018,0.25754
3989,Generator,0.45183,0.76428,0.53846,0.84615,0.25035,0.29464
3990,Generator,0.45183,0.52422,1.00000,0.73077,0.23608,0.28552
3991,Discriminator,0.69404,0.67196,0.80769,0.80769,0.26636,0.27820
3992,Discriminator,0.52847,1.42346,0.19231,0.53846,0.24856,0.29376
3993,Discriminator,0.45548,1.31071,0.15385,0.65385,0.31835,0.33408
3994,Discriminator,0.51534,1.48098,0.15385,0.76923,0.29111,0.34792
3995,Discriminator,0.54235,1.39827,0.19231,0.69231,0.26665,0.27979
3996,Discriminator,0.41992,1.66242,0.15385,0.76923,0.32705,0.35618
3997,Discriminator,0.44699,1.67658,0.15385,0.80769,0.33876,0.39723
3998,Generator,0.44699,0.57341,0.34615,0.69231,0.32051,0.36798
3999,Generator,0.44699,0.66079,0.80769,0.88462,0.25999,0.29683
4000,Discriminator,0.60892,0.63680,0.53846,0.80769,0.22708,0.27833
4001,Discriminator,0.64989,0.89100,0.23077,0.61538,0.29177,0.33543
4002,Discriminator,0.54839,1.03819,0.42308,0.57692,0.30801,0.31239
4003,Discriminator,0.54912,1.13919,0.23077,0.69231,0.23771,0.29011
4004,Discriminator,0.48087,1.18876,0.23077,0.65385,0.29492,0.33460
4005,Discriminator,0.46446,1.64114,0.30769,0.65385,0.29534,0.30297
4006,Discriminator,0.43781,1.33269,0.15385,0.96154,0.25187,0.29235
4007,Generator,0.43781,0.77855,0.46154,0.73077,0.29750,0.31636
4008,Generator,0.43781,0.59433,0.61538,0.84615,0.29945,0.36351
4009,Generator,0.43781,0.63929,0.57692,0.76923,0.33080,0.37404
4010,Generator,0.43781,0.52948,0.46154,0.96154,0.30846,0.36773
4011,Generator,0.43781,0.51356,0.73077,0.88462,0.20624,0.28950
4012,Generator,0.43781,0.59282,0.65385,0.76923,0.19096,0.27906
4013,Generator,0.43781,0.47671,0.65385,0.96154,0.21639,0.30088
4014,Generator,0.43781,0.41766,0.65385,0.65385,0.22514,0.31330
4015,Generator,0.43781,0.39821,0.88462,0.80769,0.26482,0.34908
4016,Discriminator,0.76911,0.45987,0.73077,0.69231,0.17375,0.28814
4017,Discriminator,0.60905,1.89248,0.30769,0.65385,0.25901,0.34720
4018,Discriminator,0.47730,1.45338,0.30769,0.73077,0.21306,0.36001
4019,Discriminator,0.47388,1.48969,0.19231,0.76923,0.23233,0.30699
4020,Discriminator,0.42356,1.87195,0.26923,0.73077,0.22411,0.32277
4021,Discriminator,0.46229,1.97497,0.23077,0.80769,0.23170,0.33702
4022,Discriminator,0.39372,2.41118,0.15385,0.76923,0.32538,0.42200
4023,Discriminator,0.41687,2.16615,0.11538,0.80769,0.22963,0.32280
4024,Generator,0.41687,1.06407,0.26923,0.84615,0.23037,0.30278
4025,Generator,0.41687,0.99960,0.30769,0.80769,0.31275,0.36669
4026,Generator,0.41687,0.54146,0.61538,0.88462,0.23665,0.32286
4027,Generator,0.41687,0.39812,0.65385,0.73077,0.28376,0.32510
4028,Generator,0.41687,0.43745,0.69231,0.88462,0.26211,0.32960
4029,Generator,0.41687,0.44872,0.50000,0.76923,0.24335,0.30541
4030,Generator,0.41687,0.37504,0.61538,0.80769,0.30225,0.34041
4031,Generator,0.41687,0.35077,0.84615,0.76923,0.25936,0.31297
4032,Discriminator,0.89963,0.45621,0.88462,0.76923,0.23775,0.34553
4033,Discriminator,0.65758,0.90702,0.53846,0.42308,0.27446,0.32831
4034,Discriminator,0.61078,1.64685,0.19231,0.53846,0.26827,0.31608
4035,Discriminator,0.54557,1.56630,0.19231,0.61538,0.23415,0.29290
4036,Discriminator,0.44695,1.54564,0.26923,0.69231,0.24337,0.33539
4037,Discriminator,0.48255,2.65841,0.15385,0.61538,0.24607,0.30604
4038,Discriminator,0.39606,2.30425,0.15385,0.69231,0.40982,0.46284
4039,Discriminator,0.45157,2.32260,0.19231,0.69231,0.23931,0.31020
4040,Discriminator,0.44226,2.84481,0.34615,0.80769,0.22140,0.28873
4041,Discriminator,0.39147,1.81921,0.15385,0.76923,0.21105,0.29011
4042,Discriminator,0.43214,2.44159,0.19231,0.80769,0.22638,0.30713
4043,Generator,0.43214,0.61494,0.65385,0.76923,0.22076,0.27383
4044,Generator,0.43214,0.70637,0.73077,0.76923,0.30815,0.35418
4045,Generator,0.43214,0.67977,0.23077,0.80769,0.21090,0.25401
4046,Generator,0.43214,0.53306,0.80769,0.76923,0.21902,0.31471
4047,Discriminator,0.68035,0.78645,0.76923,0.76923,0.33025,0.34530
4048,Discriminator,0.51383,0.66226,0.53846,0.88462,0.36802,0.39027
4049,Discriminator,0.67355,1.44681,0.42308,0.69231,0.25666,0.31565
4050,Discriminator,0.59735,0.88107,0.38462,0.76923,0.21944,0.30871
4051,Discriminator,0.52601,1.16977,0.26923,0.73077,0.24646,0.26859
4052,Discriminator,0.51182,1.23569,0.26923,0.88462,0.20545,0.28862
4053,Discriminator,0.48613,1.62318,0.23077,0.73077,0.19401,0.24844
4054,Discriminator,0.51694,1.36007,0.30769,0.84615,0.31071,0.36566
4055,Discriminator,0.44724,1.19452,0.34615,0.73077,0.27405,0.32107
4056,Discriminator,0.45897,1.33370,0.46154,0.80769,0.26219,0.27879
4057,Discriminator,0.41644,1.42812,0.23077,0.84615,0.24213,0.27966
4058,Discriminator,0.46072,1.50319,0.23077,0.80769,0.22423,0.29192
4059,Discriminator,0.37929,1.69930,0.26923,0.84615,0.22646,0.31394
4060,Discriminator,0.49795,1.80878,0.15385,0.84615,0.26170,0.27774
4061,Generator,0.49795,0.51503,0.26923,0.88462,0.24833,0.27318
4062,Generator,0.49795,0.62456,0.73077,0.53846,0.25286,0.29088
4063,Generator,0.49795,0.44487,0.76923,0.88462,0.26324,0.28876
4064,Generator,0.49795,0.49340,0.65385,0.88462,0.29543,0.32202
4065,Generator,0.49795,0.43909,0.61538,0.76923,0.22212,0.27557
4066,Generator,0.49795,0.37890,0.92308,0.73077,0.26867,0.30287
4067,Discriminator,0.71487,1.01090,0.30769,0.65385,0.26054,0.30924
4068,Discriminator,0.56399,1.32825,0.11538,0.65385,0.18846,0.26947
4069,Discriminator,0.51643,2.10025,0.23077,0.80769,0.23011,0.28897
4070,Discriminator,0.54619,1.81168,0.30769,0.84615,0.26664,0.29735
4071,Discriminator,0.51658,1.79756,0.30769,0.73077,0.25915,0.30704
4072,Discriminator,0.42642,2.22331,0.26923,0.80769,0.23113,0.29911
4073,Discriminator,0.47543,1.84008,0.19231,0.76923,0.18967,0.26403
4074,Discriminator,0.48545,2.27736,0.34615,0.88462,0.42463,0.44427
4075,Discriminator,0.44507,2.05608,0.23077,0.80769,0.27777,0.30789
4076,Discriminator,0.38447,2.42825,0.26923,0.73077,0.26494,0.30229
4077,Discriminator,0.43049,2.91779,0.26923,0.92308,0.22399,0.26433
4078,Discriminator,0.37716,2.86922,0.19231,0.88462,0.28317,0.31102
4079,Generator,0.37716,0.62612,0.30769,0.73077,0.25806,0.28941
4080,Generator,0.37716,0.74634,0.26923,0.80769,0.21499,0.26213
4081,Generator,0.37716,0.51140,0.53846,0.73077,0.21631,0.25962
4082,Generator,0.37716,0.60131,0.76923,0.96154,0.25791,0.31057
4083,Generator,0.37716,0.41831,0.65385,0.96154,0.27734,0.32296
4084,Generator,0.37716,0.67540,0.88462,0.80769,0.26421,0.31182
4085,Discriminator,0.69039,0.69880,0.61538,0.76923,0.30147,0.34076
4086,Discriminator,0.55845,1.31007,0.30769,0.53846,0.24334,0.28608
4087,Discriminator,0.60295,1.36652,0.46154,0.88462,0.30126,0.34433
4088,Discriminator,0.53319,1.31411,0.30769,0.61538,0.24840,0.29430
4089,Discriminator,0.56198,1.48501,0.30769,0.69231,0.50160,0.51034
4090,Discriminator,0.50269,1.32927,0.42308,0.84615,0.27512,0.32132
4091,Discriminator,0.48479,1.31564,0.34615,0.76923,0.30891,0.31884
4092,Discriminator,0.52212,1.29688,0.23077,0.73077,0.27681,0.34342
4093,Discriminator,0.53552,1.40705,0.19231,0.76923,0.29769,0.30947
4094,Discriminator,0.47124,1.31158,0.26923,0.84615,0.21235,0.26487
4095,Discriminator,0.54816,1.61334,0.19231,0.65385,0.22020,0.26904
4096,Discriminator,0.44480,1.26124,0.23077,0.84615,0.33013,0.33867
4097,Discriminator,0.47606,1.69792,0.38462,0.69231,0.21574,0.27386
4098,Discriminator,0.46462,1.65224,0.23077,0.88462,0.31969,0.35820
4099,Discriminator,0.49867,1.70381,0.19231,0.69231,0.28785,0.31849
4100,Discriminator,0.41619,1.80305,0.23077,0.88462,0.23089,0.28560
4101,Discriminator,0.44846,1.59276,0.26923,0.92308,0.26184,0.31624
4102,Discriminator,0.48818,1.69316,0.19231,0.76923,0.22212,0.26333
4103,Discriminator,0.41688,1.70585,0.26923,0.80769,0.24807,0.28100
4104,Discriminator,0.45642,1.31961,0.23077,0.76923,0.22307,0.26135
4105,Discriminator,0.44861,2.48064,0.19231,0.80769,0.29785,0.36905
4106,Generator,0.44861,0.77060,0.65385,0.88462,0.20780,0.24675
4107,Generator,0.44861,0.54674,0.15385,0.69231,0.19142,0.27706
4108,Generator,0.44861,0.39025,0.69231,0.84615,0.27861,0.32141
4109,Generator,0.44861,0.41714,0.53846,0.76923,0.30580,0.37518
4110,Generator,0.44861,0.40939,0.69231,0.65385,0.30823,0.36034
4111,Generator,0.44861,0.59906,0.76923,0.88462,0.44046,0.49938
4112,Generator,0.44861,0.32522,0.38462,0.92308,0.28557,0.39346
4113,Generator,0.44861,0.39752,0.88462,0.84615,0.24598,0.31250
4114,Discriminator,0.87060,0.39235,0.80769,0.92308,0.27823,0.31141
4115,Discriminator,0.70883,0.76558,0.34615,0.80769,0.23684,0.30790
4116,Discriminator,0.58220,1.26542,0.42308,0.76923,0.34000,0.37778
4117,Discriminator,0.62535,1.29331,0.23077,0.69231,0.19427,0.27726
4118,Discriminator,0.51565,2.11985,0.19231,0.76923,0.26365,0.31911
4119,Discriminator,0.56365,1.31460,0.26923,0.80769,0.23432,0.27712
4120,Discriminator,0.55030,1.74024,0.38462,0.96154,0.23610,0.28882
4121,Discriminator,0.48700,1.93949,0.38462,0.76923,0.26025,0.31843
4122,Discriminator,0.41681,2.20864,0.11538,0.84615,0.33796,0.34756
4123,Generator,0.41681,0.92130,0.42308,0.61538,0.25627,0.29496
4124,Generator,0.41681,0.61703,0.26923,0.69231,0.26895,0.31078
4125,Generator,0.41681,0.54820,0.50000,0.88462,0.21725,0.28782
4126,Generator,0.41681,0.42648,0.76923,0.73077,0.16633,0.22685
4127,Generator,0.41681,0.48560,0.34615,0.84615,0.34722,0.43283
4128,Generator,0.41681,0.38246,0.80769,0.80769,0.24516,0.27174
4129,Discriminator,0.72925,0.63411,0.53846,0.69231,0.26304,0.31596
4130,Discriminator,0.64959,1.43826,0.30769,0.73077,0.29397,0.35494
4131,Discriminator,0.63299,1.03245,0.38462,0.73077,0.38137,0.37876
4132,Discriminator,0.52102,1.14093,0.19231,0.80769,0.23594,0.27790
4133,Generator,0.52102,0.72693,0.42308,0.57692,0.24551,0.31855
4134,Generator,0.52102,0.56057,0.15385,0.65385,0.29162,0.34569
4135,Generator,0.52102,0.54087,0.69231,0.80769,0.33320,0.38465
4136,Generator,0.52102,0.48145,0.76923,0.65385,0.30445,0.33265
4137,Generator,0.52102,0.47774,0.34615,0.84615,0.28354,0.32768
4138,Generator,0.52102,0.74857,0.76923,0.65385,0.21686,0.29410
4139,Generator,0.52102,0.50151,0.73077,0.80769,0.27506,0.33166
4140,Generator,0.52102,0.49909,0.76923,0.80769,0.35413,0.37818
4141,Generator,0.52102,0.47022,0.76923,0.76923,0.26945,0.29812
4142,Generator,0.52102,0.72818,0.69231,0.73077,0.45733,0.47463
4143,Generator,0.52102,0.94070,0.88462,0.73077,0.30263,0.32487
4144,Discriminator,0.74987,0.71365,0.30769,0.76923,0.23180,0.27568
4145,Discriminator,0.58399,1.72592,0.26923,0.69231,0.28531,0.32043
4146,Discriminator,0.53094,1.86375,0.15385,0.53846,0.22101,0.28818
4147,Discriminator,0.50179,1.64825,0.30769,0.65385,0.30214,0.34282
4148,Discriminator,0.41304,2.15985,0.19231,0.80769,0.21878,0.29553
4149,Generator,0.41304,0.92386,0.34615,0.80769,0.23927,0.31798
4150,Generator,0.41304,0.60692,0.57692,0.88462,0.22270,0.32062
4151,Generator,0.41304,0.82420,0.15385,0.76923,0.22232,0.33025
4152,Generator,0.41304,0.60197,0.23077,0.76923,0.28692,0.33936
4153,Generator,0.41304,0.92617,0.65385,0.80769,0.28716,0.32174
4154,Generator,0.41304,0.51225,0.84615,0.80769,0.28391,0.36545
4155,Discriminator,0.75709,0.58436,0.76923,0.73077,0.40290,0.41833
4156,Discriminator,0.44974,1.07679,0.26923,0.76923,0.27749,0.35819
4157,Discriminator,0.55546,1.41480,0.23077,0.65385,0.25250,0.34318
4158,Discriminator,0.46387,1.49360,0.34615,0.92308,0.24449,0.33421
4159,Discriminator,0.44995,1.53687,0.19231,0.76923,0.27511,0.31660
4160,Discriminator,0.38495,1.78044,0.07692,0.73077,0.24628,0.31184
4161,Discriminator,0.36616,1.83891,0.34615,0.80769,0.22127,0.30886
4162,Discriminator,0.47987,1.69466,0.23077,0.84615,0.27779,0.32198
4163,Discriminator,0.36725,1.98573,0.30769,0.84615,0.25491,0.30945
4164,Discriminator,0.41751,2.24420,0.19231,0.84615,0.35541,0.38342
4165,Generator,0.41751,0.71642,0.38462,0.73077,0.33978,0.42683
4166,Generator,0.41751,0.97805,0.53846,0.96154,0.23390,0.27878
4167,Generator,0.41751,0.52419,0.53846,0.88462,0.24083,0.28288
4168,Generator,0.41751,0.38858,0.73077,0.73077,0.29571,0.32683
4169,Generator,0.41751,0.50634,0.80769,0.76923,0.25984,0.28372
4170,Discriminator,0.82391,0.52863,0.65385,0.92308,0.25861,0.32053
4171,Discriminator,0.68898,1.67453,0.23077,0.57692,0.17375,0.24966
4172,Discriminator,0.51323,1.21779,0.15385,0.76923,0.34575,0.35146
4173,Discriminator,0.51112,1.34499,0.19231,0.73077,0.33852,0.35125
