Epoch,Machine Training,Discriminator Loss,Generator Loss,FPR,Recall,Median Wasserstein,Mean Wasserstein
367,Generator,0.61889,0.79404,0.30769,0.84615,0.34548,0.35426
368,Discriminator,0.64032,0.72552,0.38462,0.65385,0.37927,0.37338
369,Discriminator,0.64441,0.78176,0.38462,0.57692,0.33809,0.36278
370,Discriminator,0.57988,0.82084,0.26923,0.69231,0.36265,0.38105
371,Discriminator,0.67009,0.77519,0.30769,0.34615,0.43851,0.49703
372,Discriminator,0.63158,0.82358,0.26923,0.53846,0.33847,0.36078
373,Generator,0.63158,0.77435,0.42308,0.57692,0.36314,0.35338
374,Generator,0.63158,0.75473,0.26923,0.50000,0.40867,0.39492
375,Discriminator,0.66485,0.81468,0.34615,0.61538,0.37661,0.39562
376,Discriminator,0.64852,0.79498,0.38462,0.50000,0.33067,0.31715
377,Discriminator,0.67472,0.76737,0.23077,0.57692,0.43779,0.44248
378,Discriminator,0.62938,0.80295,0.26923,0.38462,0.36733,0.37280
379,Discriminator,0.59688,0.86279,0.19231,0.57692,0.33084,0.35287
380,Generator,0.59688,0.76256,0.46154,0.76923,0.34019,0.32556
381,Generator,0.59688,0.78109,0.26923,0.73077,0.43610,0.43005
382,Discriminator,0.68346,0.79760,0.34615,0.50000,0.35728,0.36414
383,Discriminator,0.64574,0.81707,0.42308,0.53846,0.49572,0.49287
384,Discriminator,0.63635,0.84600,0.23077,0.50000,0.43444,0.41743
385,Discriminator,0.62197,0.90540,0.34615,0.50000,0.37207,0.38149
386,Discriminator,0.63559,0.90502,0.34615,0.69231,0.52092,0.50115
387,Generator,0.63559,0.81258,0.26923,0.42308,0.39009,0.36557
388,Generator,0.63559,0.83282,0.38462,0.57692,0.39143,0.39158
389,Discriminator,0.67657,0.85608,0.26923,0.50000,0.30800,0.33552
390,Discriminator,0.64604,0.84856,0.15385,0.65385,0.42757,0.38961
391,Discriminator,0.61674,0.84012,0.30769,0.53846,0.54169,0.52917
392,Discriminator,0.63152,0.88369,0.30769,0.69231,0.32894,0.34379
393,Discriminator,0.59796,0.86681,0.23077,0.65385,0.32271,0.36540
394,Generator,0.59796,0.87373,0.23077,0.46154,0.47268,0.46516
395,Generator,0.59796,0.81280,0.50000,0.53846,0.49178,0.46557
396,Discriminator,0.64412,0.86163,0.38462,0.53846,0.32819,0.39152
397,Discriminator,0.62724,0.86098,0.46154,0.42308,0.34279,0.33685
398,Discriminator,0.59963,0.83784,0.38462,0.42308,0.35496,0.35650
399,Discriminator,0.58389,0.86200,0.30769,0.65385,0.36224,0.37344
400,Discriminator,0.56851,0.91068,0.30769,0.57692,0.49801,0.46865
401,Generator,0.56851,0.87102,0.30769,0.46154,0.44762,0.45089
402,Generator,0.56851,0.84049,0.30769,0.57692,0.30511,0.33889
403,Discriminator,0.60162,0.78732,0.38462,0.61538,0.38049,0.36026
404,Discriminator,0.60533,0.86259,0.19231,0.80769,0.28215,0.33329
405,Discriminator,0.59705,0.85191,0.15385,0.50000,0.48233,0.49117
406,Discriminator,0.58955,0.94397,0.26923,0.53846,0.34634,0.39202
407,Discriminator,0.58746,0.91988,0.38462,0.57692,0.35587,0.37330
408,Generator,0.58746,0.86837,0.30769,0.42308,0.34076,0.35505
409,Generator,0.58746,0.82176,0.53846,0.46154,0.47279,0.45116
410,Discriminator,0.67000,0.81103,0.46154,0.50000,0.37124,0.36344
411,Discriminator,0.54832,0.91114,0.26923,0.65385,0.56188,0.58224
412,Discriminator,0.58149,0.90056,0.26923,0.65385,0.35564,0.36219
413,Discriminator,0.59809,0.95621,0.42308,0.61538,0.34944,0.34219
414,Discriminator,0.59950,1.00424,0.23077,0.50000,0.37481,0.36646
415,Generator,0.59950,0.93864,0.46154,0.57692,0.36037,0.36937
416,Generator,0.59950,0.81157,0.34615,0.53846,0.35175,0.35898
417,Discriminator,0.62053,0.83668,0.30769,0.46154,0.46104,0.46631
418,Discriminator,0.59678,0.84789,0.46154,0.34615,0.36511,0.42263
419,Discriminator,0.64134,0.91994,0.30769,0.53846,0.33955,0.33942
420,Discriminator,0.58630,0.91163,0.26923,0.65385,0.40039,0.45513
421,Discriminator,0.62065,0.93531,0.19231,0.57692,0.33322,0.33954
422,Generator,0.62065,0.91575,0.34615,0.50000,0.34555,0.37099
423,Generator,0.62065,0.83207,0.34615,0.69231,0.34890,0.35690
424,Discriminator,0.61973,0.86087,0.26923,0.50000,0.41933,0.44977
425,Discriminator,0.65558,0.88719,0.19231,0.53846,0.35700,0.37502
426,Discriminator,0.63188,0.93978,0.26923,0.65385,0.42465,0.42573
427,Discriminator,0.61895,0.92221,0.23077,0.61538,0.34921,0.36700
428,Discriminator,0.58231,0.90270,0.15385,0.50000,0.38489,0.37370
429,Generator,0.58231,0.89944,0.26923,0.73077,0.32530,0.36906
430,Generator,0.58231,0.82132,0.50000,0.65385,0.32925,0.35889
431,Discriminator,0.64880,0.87521,0.46154,0.57692,0.32592,0.33169
432,Discriminator,0.60791,0.87225,0.34615,0.65385,0.35901,0.36962
433,Discriminator,0.58736,0.90696,0.26923,0.61538,0.35075,0.32616
434,Discriminator,0.61744,0.93523,0.23077,0.53846,0.30422,0.33577
435,Discriminator,0.59369,0.96272,0.15385,0.42308,0.35506,0.34277
436,Generator,0.59369,0.87890,0.34615,0.73077,0.34737,0.35673
437,Generator,0.59369,0.77539,0.23077,0.38462,0.32058,0.33890
438,Discriminator,0.58094,0.84931,0.46154,0.61538,0.32900,0.34332
439,Discriminator,0.64273,0.86324,0.23077,0.69231,0.30531,0.30466
440,Discriminator,0.62542,0.87795,0.38462,0.76923,0.31713,0.34730
441,Discriminator,0.63154,0.91145,0.11538,0.38462,0.26844,0.31643
442,Discriminator,0.58912,0.97306,0.19231,0.65385,0.42076,0.45380
443,Generator,0.58912,0.89059,0.23077,0.61538,0.41439,0.46078
444,Generator,0.58912,0.86661,0.34615,0.50000,0.32107,0.31537
445,Discriminator,0.61981,0.80346,0.42308,0.61538,0.35240,0.35410
446,Discriminator,0.60935,0.87775,0.23077,0.53846,0.29115,0.29874
447,Discriminator,0.61348,0.93752,0.26923,0.61538,0.40725,0.44166
448,Discriminator,0.58525,0.95741,0.42308,0.69231,0.28057,0.31633
449,Discriminator,0.64057,0.92125,0.23077,0.42308,0.31478,0.32575
450,Generator,0.64057,0.85101,0.30769,0.57692,0.30240,0.30854
451,Generator,0.64057,0.80026,0.30769,0.46154,0.35968,0.34599
452,Discriminator,0.66743,0.81092,0.30769,0.38462,0.33195,0.34585
453,Discriminator,0.66001,0.85946,0.42308,0.61538,0.32964,0.33735
454,Discriminator,0.63126,0.96073,0.30769,0.61538,0.35898,0.36185
455,Discriminator,0.62297,0.94246,0.26923,0.34615,0.33359,0.32171
456,Discriminator,0.66684,0.89956,0.19231,0.46154,0.37443,0.37131
457,Generator,0.66684,0.88921,0.53846,0.53846,0.43570,0.45236
458,Generator,0.66684,0.82602,0.42308,0.61538,0.27343,0.28856
459,Discriminator,0.64180,0.80281,0.42308,0.57692,0.37929,0.42946
460,Discriminator,0.68153,0.79766,0.26923,0.50000,0.30964,0.31537
461,Discriminator,0.63765,0.79318,0.30769,0.50000,0.28616,0.30526
462,Discriminator,0.67500,0.88582,0.30769,0.57692,0.36827,0.37118
463,Discriminator,0.62129,0.89756,0.26923,0.61538,0.31502,0.30304
464,Generator,0.62129,0.81704,0.42308,0.65385,0.32072,0.33345
465,Generator,0.62129,0.75135,0.61538,0.53846,0.28617,0.28819
466,Discriminator,0.63952,0.77168,0.26923,0.38462,0.34002,0.35777
467,Discriminator,0.69016,0.79691,0.46154,0.53846,0.39762,0.40563
468,Discriminator,0.67355,0.73972,0.30769,0.65385,0.34997,0.35596
469,Discriminator,0.65579,0.83663,0.30769,0.50000,0.35392,0.33585
470,Discriminator,0.66746,0.83159,0.19231,0.50000,0.36911,0.36621
471,Generator,0.66746,0.77670,0.34615,0.50000,0.48072,0.47450
472,Generator,0.66746,0.69539,0.53846,0.46154,0.25491,0.29312
473,Discriminator,0.68006,0.74711,0.46154,0.57692,0.33697,0.35129
474,Discriminator,0.69557,0.75362,0.42308,0.42308,0.38006,0.44325
475,Discriminator,0.62935,0.84439,0.26923,0.53846,0.40467,0.41265
476,Discriminator,0.70561,0.76639,0.38462,0.53846,0.28161,0.28917
477,Discriminator,0.72074,0.82543,0.38462,0.38462,0.28248,0.30806
478,Generator,0.72074,0.82481,0.34615,0.34615,0.31398,0.32408
479,Generator,0.72074,0.74540,0.42308,0.61538,0.43579,0.43764
480,Discriminator,0.71361,0.79006,0.30769,0.65385,0.30587,0.30902
481,Discriminator,0.68252,0.72637,0.46154,0.57692,0.38661,0.38421
482,Discriminator,0.69011,0.79333,0.46154,0.46154,0.30083,0.31658
483,Discriminator,0.69640,0.81272,0.42308,0.38462,0.25929,0.27163
484,Discriminator,0.71265,0.81624,0.34615,0.34615,0.23787,0.26781
485,Generator,0.71265,0.72562,0.34615,0.38462,0.29128,0.30997
486,Generator,0.71265,0.76537,0.50000,0.53846,0.30174,0.29751
487,Discriminator,0.70106,0.71904,0.46154,0.46154,0.42956,0.41278
488,Discriminator,0.70835,0.75713,0.50000,0.61538,0.38369,0.38235
489,Discriminator,0.68117,0.75651,0.38462,0.57692,0.36777,0.34655
490,Discriminator,0.65030,0.79477,0.26923,0.50000,0.41135,0.41002
491,Discriminator,0.66729,0.80798,0.34615,0.50000,0.47856,0.47669
492,Generator,0.66729,0.83724,0.30769,0.42308,0.33433,0.32590
493,Generator,0.66729,0.76981,0.53846,0.69231,0.46920,0.43317
494,Discriminator,0.67717,0.74884,0.46154,0.46154,0.33632,0.34410
495,Discriminator,0.70695,0.78170,0.34615,0.50000,0.39855,0.40566
496,Discriminator,0.66784,0.77851,0.30769,0.57692,0.45143,0.43343
497,Discriminator,0.63540,0.75931,0.30769,0.50000,0.34642,0.38788
498,Discriminator,0.67248,0.75694,0.46154,0.50000,0.41583,0.42657
499,Generator,0.67248,0.80862,0.50000,0.42308,0.31948,0.31054
500,Generator,0.67248,0.75713,0.61538,0.42308,0.31331,0.31280
501,Discriminator,0.67316,0.75366,0.50000,0.57692,0.42318,0.41127
502,Discriminator,0.70918,0.79686,0.46154,0.50000,0.26162,0.30442
503,Discriminator,0.71921,0.77539,0.53846,0.46154,0.38816,0.37181
504,Discriminator,0.66785,0.80855,0.42308,0.57692,0.33466,0.34363
505,Discriminator,0.67194,0.81734,0.34615,0.50000,0.36185,0.36879
506,Generator,0.67194,0.80642,0.42308,0.42308,0.30325,0.31745
507,Generator,0.67194,0.73092,0.42308,0.57692,0.38599,0.35288
508,Discriminator,0.68984,0.76174,0.42308,0.50000,0.35264,0.36724
509,Discriminator,0.66320,0.76964,0.11538,0.61538,0.45601,0.47860
510,Discriminator,0.68553,0.78081,0.53846,0.61538,0.38738,0.38326
511,Discriminator,0.66352,0.81611,0.38462,0.38462,0.36949,0.35396
512,Discriminator,0.66979,0.83212,0.50000,0.34615,0.38624,0.37806
513,Generator,0.66979,0.75032,0.46154,0.26923,0.30273,0.31467
514,Generator,0.66979,0.77180,0.42308,0.61538,0.48802,0.43412
515,Discriminator,0.66637,0.78235,0.26923,0.69231,0.52186,0.51482
516,Discriminator,0.66913,0.74358,0.34615,0.57692,0.36992,0.35664
517,Discriminator,0.67432,0.80091,0.38462,0.30769,0.35892,0.34838
518,Discriminator,0.66217,0.83138,0.30769,0.57692,0.34999,0.34698
519,Discriminator,0.65694,0.84632,0.38462,0.46154,0.42879,0.41680
520,Generator,0.65694,0.81422,0.46154,0.38462,0.32033,0.33352
521,Generator,0.65694,0.75047,0.42308,0.46154,0.30297,0.32749
522,Discriminator,0.66079,0.77710,0.42308,0.46154,0.34422,0.34622
523,Discriminator,0.71416,0.75776,0.38462,0.26923,0.31989,0.33559
524,Discriminator,0.66120,0.82236,0.30769,0.53846,0.32223,0.33960
525,Discriminator,0.66780,0.79835,0.30769,0.57692,0.40931,0.39918
526,Discriminator,0.65908,0.78188,0.30769,0.50000,0.32192,0.32451
527,Generator,0.65908,0.82213,0.30769,0.53846,0.38577,0.40328
528,Generator,0.65908,0.74166,0.30769,0.65385,0.39706,0.38459
529,Discriminator,0.65895,0.80098,0.42308,0.65385,0.32353,0.32626
530,Discriminator,0.68409,0.76057,0.34615,0.50000,0.35376,0.37176
531,Discriminator,0.67822,0.78789,0.42308,0.30769,0.30790,0.31709
532,Discriminator,0.68084,0.78013,0.38462,0.42308,0.25680,0.29765
533,Discriminator,0.66325,0.86310,0.34615,0.19231,0.27598,0.30194
534,Generator,0.66325,0.78432,0.38462,0.34615,0.44175,0.44228
535,Generator,0.66325,0.75375,0.34615,0.38462,0.34833,0.36452
536,Discriminator,0.66933,0.78849,0.30769,0.42308,0.35575,0.36166
537,Discriminator,0.65626,0.76254,0.34615,0.61538,0.41255,0.39192
538,Discriminator,0.63034,0.82136,0.30769,0.42308,0.39453,0.38621
539,Discriminator,0.67226,0.75242,0.34615,0.65385,0.27631,0.29996
540,Discriminator,0.66986,0.79279,0.34615,0.46154,0.35237,0.35549
541,Generator,0.66986,0.78228,0.38462,0.50000,0.42424,0.40167
542,Generator,0.66986,0.72849,0.50000,0.38462,0.28280,0.30177
543,Discriminator,0.68350,0.77678,0.34615,0.61538,0.28123,0.30854
544,Discriminator,0.65006,0.76286,0.34615,0.50000,0.38036,0.38361
545,Discriminator,0.60469,0.75005,0.50000,0.65385,0.35468,0.34372
546,Discriminator,0.68835,0.78264,0.38462,0.34615,0.29041,0.28830
547,Discriminator,0.64818,0.77786,0.30769,0.61538,0.32339,0.34365
548,Generator,0.64818,0.74222,0.30769,0.69231,0.40455,0.40869
549,Generator,0.64818,0.74509,0.46154,0.53846,0.32502,0.33242
550,Discriminator,0.68035,0.73698,0.30769,0.42308,0.32918,0.33328
551,Discriminator,0.66546,0.77206,0.38462,0.57692,0.31238,0.35370
552,Discriminator,0.66106,0.78509,0.69231,0.88462,0.35200,0.37030
553,Discriminator,0.63947,0.81398,0.34615,0.69231,0.30199,0.31784
554,Discriminator,0.65432,0.77570,0.38462,0.50000,0.30172,0.33320
555,Generator,0.65432,0.75464,0.53846,0.57692,0.35236,0.35079
556,Generator,0.65432,0.78701,0.38462,0.53846,0.27231,0.30598
557,Discriminator,0.65176,0.72720,0.30769,0.61538,0.39678,0.40104
558,Discriminator,0.68361,0.73421,0.26923,0.53846,0.36845,0.35688
559,Discriminator,0.64116,0.79068,0.46154,0.69231,0.33601,0.36194
560,Discriminator,0.63959,0.74558,0.26923,0.65385,0.34331,0.33268
561,Discriminator,0.61940,0.69787,0.26923,0.69231,0.36942,0.35978
562,Generator,0.61940,0.73088,0.57692,0.69231,0.31477,0.33248
563,Generator,0.61940,0.74980,0.30769,0.69231,0.42091,0.41695
564,Discriminator,0.66538,0.73307,0.38462,0.57692,0.34090,0.37569
565,Discriminator,0.66982,0.70785,0.50000,0.61538,0.46208,0.46476
566,Discriminator,0.66196,0.78671,0.34615,0.69231,0.40267,0.39672
567,Discriminator,0.65785,0.74695,0.42308,0.69231,0.36588,0.35819
568,Discriminator,0.67454,0.82983,0.50000,0.73077,0.31864,0.34237
569,Generator,0.67454,0.73628,0.38462,0.53846,0.38413,0.38711
570,Generator,0.67454,0.72393,0.50000,0.80769,0.37938,0.37364
571,Discriminator,0.68724,0.75143,0.38462,0.53846,0.27099,0.28507
572,Discriminator,0.68376,0.73424,0.38462,0.73077,0.36791,0.38654
573,Discriminator,0.66635,0.71168,0.50000,0.46154,0.34137,0.34679
574,Discriminator,0.67563,0.73497,0.38462,0.53846,0.51345,0.53889
575,Discriminator,0.63090,0.75776,0.38462,0.69231,0.40184,0.39572
576,Generator,0.63090,0.72591,0.42308,0.76923,0.33191,0.32751
577,Generator,0.63090,0.72843,0.53846,0.65385,0.28703,0.31723
578,Discriminator,0.67163,0.75564,0.50000,0.61538,0.41236,0.46720
579,Discriminator,0.64167,0.75518,0.34615,0.73077,0.40848,0.38996
580,Discriminator,0.70443,0.78429,0.50000,0.65385,0.40831,0.39949
581,Discriminator,0.64954,0.73279,0.42308,0.46154,0.27929,0.30071
582,Discriminator,0.66410,0.76601,0.34615,0.65385,0.32559,0.32998
583,Generator,0.66410,0.70516,0.42308,0.50000,0.29910,0.33575
584,Generator,0.66410,0.72895,0.42308,0.69231,0.29125,0.28147
585,Discriminator,0.67906,0.69305,0.53846,0.57692,0.31150,0.33135
586,Discriminator,0.63225,0.75947,0.34615,0.61538,0.46417,0.45535
587,Discriminator,0.64475,0.71436,0.46154,0.76923,0.46022,0.46440
588,Discriminator,0.63864,0.76545,0.42308,0.76923,0.40696,0.39481
589,Discriminator,0.65693,0.71014,0.42308,0.61538,0.63244,0.61200
590,Generator,0.65693,0.71958,0.46154,0.65385,0.28608,0.29406
591,Generator,0.65693,0.69958,0.42308,0.50000,0.38023,0.35522
592,Discriminator,0.68502,0.67396,0.50000,0.53846,0.27392,0.28469
593,Discriminator,0.65325,0.72095,0.53846,0.61538,0.39862,0.39695
594,Discriminator,0.69644,0.76273,0.42308,0.57692,0.32597,0.32539
595,Discriminator,0.64940,0.70520,0.50000,0.57692,0.34077,0.37260
596,Discriminator,0.69343,0.79472,0.26923,0.53846,0.28975,0.28457
597,Generator,0.69343,0.74245,0.42308,0.42308,0.27751,0.31472
598,Generator,0.69343,0.69704,0.46154,0.46154,0.27126,0.29063
599,Discriminator,0.71689,0.73061,0.38462,0.53846,0.28973,0.31570
600,Discriminator,0.67744,0.71611,0.50000,0.84615,0.39239,0.46319
601,Discriminator,0.65521,0.75816,0.50000,0.80769,0.26386,0.27963
602,Discriminator,0.64868,0.73459,0.42308,0.96154,0.27839,0.30527
603,Discriminator,0.66330,0.76643,0.50000,0.65385,0.38431,0.38481
604,Generator,0.66330,0.72126,0.53846,0.69231,0.34931,0.35898
605,Generator,0.66330,0.69914,0.57692,0.53846,0.27522,0.28318
606,Discriminator,0.69958,0.72756,0.42308,0.61538,0.27190,0.28695
607,Discriminator,0.66755,0.70615,0.50000,0.57692,0.47548,0.46586
608,Discriminator,0.67873,0.76157,0.42308,0.50000,0.26258,0.27674
609,Discriminator,0.67297,0.72623,0.61538,0.46154,0.33130,0.33125
610,Discriminator,0.65902,0.71894,0.38462,0.53846,0.37808,0.37341
611,Generator,0.65902,0.72696,0.46154,0.57692,0.28839,0.31552
612,Generator,0.65902,0.71706,0.46154,0.53846,0.28034,0.30306
613,Discriminator,0.68198,0.73217,0.34615,0.57692,0.34309,0.37004
614,Discriminator,0.67642,0.74142,0.53846,0.61538,0.30919,0.33470
615,Discriminator,0.66782,0.77917,0.46154,0.61538,0.33881,0.34625
616,Discriminator,0.66221,0.72506,0.50000,0.69231,0.27841,0.30524
617,Discriminator,0.66275,0.76752,0.38462,0.69231,0.27169,0.29700
618,Generator,0.66275,0.70302,0.46154,0.61538,0.37809,0.37784
619,Generator,0.66275,0.69642,0.34615,0.61538,0.32241,0.32801
620,Discriminator,0.68442,0.69279,0.69231,0.69231,0.31892,0.33341
621,Discriminator,0.69485,0.70416,0.53846,0.57692,0.32333,0.32166
622,Discriminator,0.67556,0.73248,0.50000,0.65385,0.28793,0.31206
623,Discriminator,0.67862,0.72022,0.30769,0.65385,0.29639,0.30562
624,Discriminator,0.67271,0.72129,0.50000,0.69231,0.29315,0.29317
625,Generator,0.67271,0.70004,0.50000,0.50000,0.32778,0.32267
626,Generator,0.67271,0.72693,0.69231,0.53846,0.25450,0.28544
627,Discriminator,0.67151,0.69970,0.46154,0.53846,0.41409,0.41451
628,Discriminator,0.68393,0.70216,0.53846,0.61538,0.27985,0.29344
629,Discriminator,0.63781,0.75815,0.38462,0.69231,0.49819,0.49468
630,Discriminator,0.68006,0.72461,0.61538,0.57692,0.29628,0.31031
631,Discriminator,0.64718,0.77164,0.34615,0.57692,0.28633,0.29494
632,Generator,0.64718,0.73879,0.61538,0.57692,0.37792,0.38941
633,Generator,0.64718,0.72635,0.42308,0.69231,0.34142,0.35217
634,Discriminator,0.67664,0.69251,0.61538,0.57692,0.33107,0.32322
635,Discriminator,0.69891,0.73140,0.46154,0.57692,0.27639,0.29863
636,Discriminator,0.67810,0.72477,0.50000,0.65385,0.37684,0.37729
637,Discriminator,0.65542,0.71465,0.53846,0.73077,0.33628,0.35410
638,Discriminator,0.65285,0.74536,0.38462,0.69231,0.38972,0.39265
639,Generator,0.65285,0.74028,0.50000,0.73077,0.35459,0.37390
640,Generator,0.65285,0.70635,0.57692,0.42308,0.25739,0.27351
641,Discriminator,0.65639,0.72841,0.69231,0.65385,0.39938,0.41291
642,Discriminator,0.68774,0.70777,0.61538,0.65385,0.25133,0.27345
643,Discriminator,0.67474,0.70629,0.38462,0.76923,0.37003,0.36207
644,Discriminator,0.65932,0.71891,0.34615,0.61538,0.34372,0.34911
645,Discriminator,0.65026,0.74691,0.57692,0.69231,0.23816,0.26850
646,Generator,0.65026,0.70994,0.61538,0.50000,0.30686,0.31063
647,Generator,0.65026,0.71306,0.57692,0.65385,0.31606,0.32497
648,Discriminator,0.70134,0.71757,0.53846,0.53846,0.30307,0.30989
649,Discriminator,0.69730,0.75623,0.57692,0.61538,0.28884,0.31358
650,Discriminator,0.68239,0.71642,0.53846,0.80769,0.37379,0.39611
651,Discriminator,0.69572,0.69741,0.53846,0.84615,0.40419,0.42338
652,Discriminator,0.67789,0.73771,0.57692,0.61538,0.28444,0.29968
653,Generator,0.67789,0.66984,0.53846,0.80769,0.32438,0.34592
654,Generator,0.67789,0.65658,0.61538,0.61538,0.52147,0.55642
655,Discriminator,0.69359,0.65940,0.46154,0.69231,0.31303,0.32040
656,Discriminator,0.68328,0.68326,0.61538,0.69231,0.29538,0.30666
657,Discriminator,0.66780,0.67967,0.53846,0.69231,0.33822,0.34676
658,Discriminator,0.67757,0.66554,0.69231,0.65385,0.34751,0.33222
659,Discriminator,0.66729,0.71432,0.76923,0.76923,0.33926,0.34509
660,Generator,0.66729,0.66480,0.69231,0.80769,0.29732,0.29353
661,Generator,0.66729,0.66800,0.73077,0.73077,0.24603,0.29379
662,Discriminator,0.70681,0.66827,0.76923,0.76923,0.31513,0.34523
663,Discriminator,0.65818,0.67641,0.57692,0.80769,0.33390,0.33898
664,Discriminator,0.66737,0.67436,0.69231,0.80769,0.34636,0.35617
665,Discriminator,0.70392,0.65350,0.61538,0.73077,0.39380,0.46528
666,Discriminator,0.69249,0.67198,0.73077,0.80769,0.28148,0.30170
667,Generator,0.69249,0.65656,0.69231,0.80769,0.26105,0.28153
668,Generator,0.69249,0.62993,0.57692,0.73077,0.32778,0.34363
669,Discriminator,0.66394,0.65942,0.61538,0.65385,0.37609,0.37274
670,Discriminator,0.67645,0.67558,0.69231,0.65385,0.29901,0.29810
671,Discriminator,0.68794,0.67673,0.65385,0.88462,0.30433,0.31308
672,Discriminator,0.67330,0.70904,0.65385,0.73077,0.39313,0.37834
673,Discriminator,0.67833,0.67837,0.88462,0.69231,0.27103,0.29219
674,Generator,0.67833,0.68226,0.76923,0.65385,0.33494,0.31162
675,Generator,0.67833,0.68242,0.69231,0.76923,0.43646,0.43679
676,Discriminator,0.67557,0.63041,0.65385,0.73077,0.45484,0.44492
677,Discriminator,0.67820,0.64555,0.80769,0.88462,0.40744,0.46522
678,Discriminator,0.66682,0.67475,0.73077,0.69231,0.36398,0.36611
679,Discriminator,0.68647,0.66179,0.69231,0.69231,0.30485,0.32090
680,Discriminator,0.66716,0.67886,0.69231,0.88462,0.30653,0.31624
681,Generator,0.66716,0.66487,0.69231,0.80769,0.34713,0.33987
682,Generator,0.66716,0.66518,0.57692,0.69231,0.26488,0.26785
683,Discriminator,0.67754,0.66654,0.84615,0.84615,0.36036,0.36912
684,Discriminator,0.68692,0.62889,0.73077,0.69231,0.35069,0.32848
685,Discriminator,0.71613,0.64450,0.73077,0.61538,0.31574,0.31694
686,Discriminator,0.70687,0.65859,0.73077,0.61538,0.28149,0.30351
687,Discriminator,0.68498,0.65139,0.73077,0.76923,0.30926,0.32291
688,Generator,0.68498,0.66027,0.69231,0.76923,0.36329,0.37912
689,Generator,0.68498,0.65625,0.84615,0.84615,0.25701,0.30177
690,Discriminator,0.68429,0.67380,0.76923,0.65385,0.31186,0.33062
691,Discriminator,0.70926,0.63215,0.76923,0.84615,0.29496,0.30581
692,Discriminator,0.69739,0.66054,0.76923,0.73077,0.38773,0.36130
693,Discriminator,0.67593,0.67470,0.88462,0.80769,0.35952,0.37048
694,Discriminator,0.68481,0.66476,0.84615,0.88462,0.25681,0.30058
695,Generator,0.68481,0.65638,0.76923,0.80769,0.38198,0.36770
696,Generator,0.68481,0.64605,0.73077,0.80769,0.28330,0.30952
697,Discriminator,0.69432,0.64402,0.69231,0.76923,0.31727,0.33202
698,Discriminator,0.69492,0.64830,0.76923,0.73077,0.26610,0.29316
699,Discriminator,0.66899,0.64837,0.73077,0.96154,0.38037,0.38240
700,Discriminator,0.70161,0.65406,0.76923,0.73077,0.26555,0.28780
701,Discriminator,0.69825,0.66453,0.80769,0.80769,0.29968,0.31496
702,Generator,0.69825,0.64552,0.84615,0.92308,0.27034,0.28963
703,Generator,0.69825,0.65817,0.84615,0.73077,0.29483,0.32724
704,Discriminator,0.68550,0.65619,0.88462,0.84615,0.50752,0.50447
705,Discriminator,0.69879,0.64227,0.73077,0.76923,0.30480,0.32597
706,Discriminator,0.70249,0.65669,0.88462,0.73077,0.31695,0.33170
707,Discriminator,0.71781,0.67593,0.80769,0.80769,0.30445,0.33278
708,Discriminator,0.67958,0.65757,0.76923,0.76923,0.48601,0.54106
709,Generator,0.67958,0.66963,0.92308,0.84615,0.34806,0.34471
710,Generator,0.67958,0.64828,0.76923,0.76923,0.38105,0.37400
711,Discriminator,0.70119,0.62504,0.76923,0.73077,0.26357,0.30231
712,Discriminator,0.69095,0.67082,0.88462,0.76923,0.35760,0.36278
713,Discriminator,0.68291,0.66073,0.80769,0.73077,0.40017,0.40884
714,Discriminator,0.67719,0.67002,0.84615,0.80769,0.44036,0.42178
715,Discriminator,0.66987,0.68063,0.84615,0.80769,0.32549,0.35078
716,Generator,0.66987,0.66301,0.84615,0.88462,0.26234,0.28682
717,Generator,0.66987,0.64586,0.73077,0.92308,0.30895,0.33524
718,Discriminator,0.70790,0.67389,0.76923,0.73077,0.27978,0.30081
719,Discriminator,0.66628,0.67271,0.76923,0.76923,0.36444,0.41887
720,Discriminator,0.71585,0.66316,0.84615,0.84615,0.32072,0.31459
721,Discriminator,0.68188,0.66145,0.92308,0.88462,0.35016,0.36215
722,Discriminator,0.67492,0.66701,0.80769,0.96154,0.40610,0.39009
723,Generator,0.67492,0.67935,0.73077,0.80769,0.44190,0.49293
724,Generator,0.67492,0.68589,0.84615,0.73077,0.40688,0.40786
725,Discriminator,0.70569,0.66646,0.84615,0.80769,0.37441,0.38201
726,Discriminator,0.68713,0.65385,0.84615,0.80769,0.33241,0.32450
727,Discriminator,0.69429,0.70236,0.80769,0.84615,0.29868,0.31505
728,Discriminator,0.66613,0.67033,0.84615,0.73077,0.36237,0.36542
729,Discriminator,0.68762,0.66167,0.80769,0.76923,0.34562,0.34073
730,Generator,0.68762,0.68690,0.69231,0.84615,0.39899,0.42194
731,Generator,0.68762,0.70507,0.80769,0.69231,0.34107,0.38741
732,Discriminator,0.68994,0.67614,0.69231,0.53846,0.32618,0.35750
733,Discriminator,0.68744,0.66157,0.76923,0.80769,0.34252,0.35158
734,Discriminator,0.68957,0.66741,0.73077,0.88462,0.30263,0.28782
735,Discriminator,0.66512,0.68145,0.76923,0.88462,0.39439,0.37678
736,Discriminator,0.69556,0.69142,0.65385,0.73077,0.30099,0.34039
737,Generator,0.69556,0.68336,0.76923,0.69231,0.36817,0.37324
738,Generator,0.69556,0.66250,0.73077,0.84615,0.49688,0.50578
