+-------+------------------+--------------------+----------------+---------+---------+--------------------+------------------+
| Epoch | Machine Training | Discriminator Loss | Generator Loss |   FPR   |  Recall | Median Wasserstein | Mean Wasserstein |
|  159  |  Discriminator   |      0.69957       |    0.52408     | 1.00000 | 1.00000 |      0.44845       |     0.46137      |
|  160  |  Discriminator   |      0.69957       |    0.52421     | 1.00000 | 1.00000 |      0.44680       |     0.46130      |
|  161  |  Discriminator   |      0.69906       |    0.52483     | 1.00000 | 1.00000 |      0.45060       |     0.46127      |
|  162  |  Discriminator   |      0.69946       |    0.52484     | 1.00000 | 1.00000 |      0.44970       |     0.46185      |
|  163  |  Discriminator   |      0.69885       |    0.52456     | 1.00000 | 1.00000 |      0.45334       |     0.46139      |
|  164  |  Discriminator   |      0.69930       |    0.52460     | 1.00000 | 1.00000 |      0.45161       |     0.46191      |
|  165  |  Discriminator   |      0.69890       |    0.52456     | 1.00000 | 1.00000 |      0.45101       |     0.46251      |
|  166  |  Discriminator   |      0.69840       |    0.52526     | 1.00000 | 1.00000 |      0.44698       |     0.46170      |
|  167  |  Discriminator   |      0.69847       |    0.52558     | 1.00000 | 1.00000 |      0.45221       |     0.46099      |
|  168  |  Discriminator   |      0.69836       |    0.52535     | 1.00000 | 1.00000 |      0.45084       |     0.46171      |
|  169  |  Discriminator   |      0.69795       |    0.52553     | 1.00000 | 1.00000 |      0.45006       |     0.46164      |
|  170  |  Discriminator   |      0.69842       |    0.52604     | 1.00000 | 1.00000 |      0.45288       |     0.46186      |
|  171  |  Discriminator   |      0.69820       |    0.52607     | 1.00000 | 1.00000 |      0.44934       |     0.46162      |
|  172  |  Discriminator   |      0.69761       |    0.52617     | 1.00000 | 1.00000 |      0.45297       |     0.46211      |
|  173  |  Discriminator   |      0.69791       |    0.52592     | 1.00000 | 1.00000 |      0.44893       |     0.46092      |
|  174  |  Discriminator   |      0.69786       |    0.52618     | 1.00000 | 1.00000 |      0.45050       |     0.46156      |
|  175  |  Discriminator   |      0.69720       |    0.52683     | 1.00000 | 1.00000 |      0.45322       |     0.46223      |
|  176  |  Discriminator   |      0.69753       |    0.52676     | 1.00000 | 1.00000 |      0.45149       |     0.46266      |
|  177  |  Discriminator   |      0.69667       |    0.52640     | 1.00000 | 1.00000 |      0.44927       |     0.46153      |
|  178  |  Discriminator   |      0.69718       |    0.52687     | 1.00000 | 1.00000 |      0.44927       |     0.46057      |
|  179  |  Discriminator   |      0.69655       |    0.52694     | 1.00000 | 1.00000 |      0.45303       |     0.46102      |
|  180  |  Discriminator   |      0.69707       |    0.52711     | 1.00000 | 1.00000 |      0.45181       |     0.46228      |
|  181  |  Discriminator   |      0.69653       |    0.52692     | 1.00000 | 1.00000 |      0.44845       |     0.46352      |
|  182  |  Discriminator   |      0.69626       |    0.52739     | 1.00000 | 1.00000 |      0.45208       |     0.46375      |
|  183  |  Discriminator   |      0.69644       |    0.52786     | 1.00000 | 1.00000 |      0.44920       |     0.46235      |
|  184  |  Discriminator   |      0.69629       |    0.52854     | 1.00000 | 1.00000 |      0.44940       |     0.46153      |
|  185  |  Discriminator   |      0.69652       |    0.52766     | 1.00000 | 1.00000 |      0.45581       |     0.46262      |
|  186  |  Discriminator   |      0.69592       |    0.52816     | 1.00000 | 1.00000 |      0.45071       |     0.45994      |
|  187  |  Discriminator   |      0.69607       |    0.52860     | 1.00000 | 1.00000 |      0.44820       |     0.46207      |
|  188  |  Discriminator   |      0.69535       |    0.52865     | 1.00000 | 1.00000 |      0.45268       |     0.46154      |
|  189  |  Discriminator   |      0.69517       |    0.52773     | 1.00000 | 1.00000 |      0.45181       |     0.46263      |
|  190  |  Discriminator   |      0.69542       |    0.52883     | 1.00000 | 1.00000 |      0.44599       |     0.46200      |
|  191  |  Discriminator   |      0.69523       |    0.52836     | 1.00000 | 1.00000 |      0.45423       |     0.46213      |
|  192  |  Discriminator   |      0.69543       |    0.52921     | 1.00000 | 1.00000 |      0.45355       |     0.46169      |
|  193  |  Discriminator   |      0.69483       |    0.52929     | 1.00000 | 1.00000 |      0.45311       |     0.46134      |
|  194  |  Discriminator   |      0.69454       |    0.52952     | 1.00000 | 1.00000 |      0.45560       |     0.46242      |
|  195  |  Discriminator   |      0.69420       |    0.52899     | 1.00000 | 1.00000 |      0.45079       |     0.46194      |
|  196  |  Discriminator   |      0.69449       |    0.52945     | 1.00000 | 1.00000 |      0.45132       |     0.46261      |
|  197  |  Discriminator   |      0.69410       |    0.52993     | 1.00000 | 1.00000 |      0.45075       |     0.46232      |
|  198  |  Discriminator   |      0.69453       |    0.52962     | 1.00000 | 1.00000 |      0.45224       |     0.46171      |
|  199  |  Discriminator   |      0.69433       |    0.52982     | 1.00000 | 1.00000 |      0.44974       |     0.46221      |
|  200  |  Discriminator   |      0.69384       |    0.53013     | 1.00000 | 1.00000 |      0.45186       |     0.46161      |
|  201  |  Discriminator   |      0.69371       |    0.53013     | 1.00000 | 1.00000 |      0.44595       |     0.46157      |
|  202  |  Discriminator   |      0.69364       |    0.53075     | 1.00000 | 1.00000 |      0.44898       |     0.46244      |
|  203  |  Discriminator   |      0.69372       |    0.53071     | 1.00000 | 1.00000 |      0.45106       |     0.46178      |
|  204  |  Discriminator   |      0.69359       |    0.53071     | 1.00000 | 1.00000 |      0.44896       |     0.46200      |
|  205  |  Discriminator   |      0.69329       |    0.53089     | 1.00000 | 1.00000 |      0.45407       |     0.46169      |
|  206  |  Discriminator   |      0.69298       |    0.53118     | 1.00000 | 1.00000 |      0.45221       |     0.46270      |
|  207  |  Discriminator   |      0.69286       |    0.53142     | 1.00000 | 1.00000 |      0.45239       |     0.46233      |
|  208  |  Discriminator   |      0.69259       |    0.53104     | 1.00000 | 1.00000 |      0.45337       |     0.46288      |
|  209  |  Discriminator   |      0.69233       |    0.53144     | 1.00000 | 1.00000 |      0.44962       |     0.46187      |
|  210  |  Discriminator   |      0.69184       |    0.53180     | 1.00000 | 1.00000 |      0.45204       |     0.46180      |
|  211  |  Discriminator   |      0.69261       |    0.53222     | 1.00000 | 1.00000 |      0.45112       |     0.46140      |
|  212  |  Discriminator   |      0.69200       |    0.53230     | 1.00000 | 1.00000 |      0.44943       |     0.46170      |
|  213  |  Discriminator   |      0.69189       |    0.53224     | 1.00000 | 1.00000 |      0.44974       |     0.46233      |
|  214  |  Discriminator   |      0.69254       |    0.53224     | 1.00000 | 1.00000 |      0.45105       |     0.46187      |
|  215  |  Discriminator   |      0.69154       |    0.53280     | 1.00000 | 1.00000 |      0.44823       |     0.46209      |
|  216  |  Discriminator   |      0.69139       |    0.53351     | 1.00000 | 1.00000 |      0.44958       |     0.46194      |
|  217  |  Discriminator   |      0.69151       |    0.53296     | 1.00000 | 1.00000 |      0.44673       |     0.46198      |
|  218  |  Discriminator   |      0.69130       |    0.53275     | 1.00000 | 1.00000 |      0.45083       |     0.46243      |
|  219  |  Discriminator   |      0.69112       |    0.53333     | 1.00000 | 1.00000 |      0.44785       |     0.46133      |
|  220  |  Discriminator   |      0.69085       |    0.53327     | 1.00000 | 1.00000 |      0.45344       |     0.46221      |
|  221  |  Discriminator   |      0.69095       |    0.53349     | 1.00000 | 1.00000 |      0.45009       |     0.46129      |
|  222  |  Discriminator   |      0.69054       |    0.53315     | 1.00000 | 1.00000 |      0.45445       |     0.46191      |
|  223  |  Discriminator   |      0.69063       |    0.53424     | 1.00000 | 1.00000 |      0.45118       |     0.46196      |
|  224  |  Discriminator   |      0.69059       |    0.53424     | 1.00000 | 1.00000 |      0.44850       |     0.46176      |
|  225  |  Discriminator   |      0.69017       |    0.53411     | 1.00000 | 1.00000 |      0.44615       |     0.46241      |
|  226  |  Discriminator   |      0.69007       |    0.53406     | 1.00000 | 1.00000 |      0.45209       |     0.46188      |
|  227  |  Discriminator   |      0.69004       |    0.53401     | 1.00000 | 1.00000 |      0.45362       |     0.46168      |
|  228  |  Discriminator   |      0.68971       |    0.53397     | 1.00000 | 1.00000 |      0.44905       |     0.46152      |
|  229  |  Discriminator   |      0.68946       |    0.53510     | 1.00000 | 1.00000 |      0.44791       |     0.46149      |
|  230  |  Discriminator   |      0.68898       |    0.53525     | 1.00000 | 1.00000 |      0.45360       |     0.46232      |
|  231  |  Discriminator   |      0.68902       |    0.53534     | 1.00000 | 1.00000 |      0.44832       |     0.46149      |
|  232  |  Discriminator   |      0.68909       |    0.53522     | 1.00000 | 1.00000 |      0.45245       |     0.46171      |
|  233  |  Discriminator   |      0.68874       |    0.53533     | 1.00000 | 1.00000 |      0.44744       |     0.46140      |
|  234  |  Discriminator   |      0.68849       |    0.53612     | 1.00000 | 0.99911 |      0.45089       |     0.46125      |
|  235  |  Discriminator   |      0.68846       |    0.53567     | 1.00000 | 1.00000 |      0.44983       |     0.46137      |
|  236  |  Discriminator   |      0.68849       |    0.53633     | 1.00000 | 1.00000 |      0.45040       |     0.46188      |
|  237  |  Discriminator   |      0.68820       |    0.53646     | 1.00000 | 1.00000 |      0.44793       |     0.46103      |
|  238  |  Discriminator   |      0.68843       |    0.53652     | 1.00000 | 1.00000 |      0.44847       |     0.46162      |
|  239  |  Discriminator   |      0.68787       |    0.53611     | 1.00000 | 1.00000 |      0.44921       |     0.46233      |
|  240  |  Discriminator   |      0.68786       |    0.53664     | 1.00000 | 1.00000 |      0.44759       |     0.46157      |
|  241  |  Discriminator   |      0.68764       |    0.53700     | 1.00000 | 1.00000 |      0.45061       |     0.46200      |
|  242  |  Discriminator   |      0.68722       |    0.53731     | 1.00000 | 1.00000 |      0.45241       |     0.46137      |
|  243  |  Discriminator   |      0.68760       |    0.53735     | 1.00000 | 1.00000 |      0.45356       |     0.46124      |
|  244  |  Discriminator   |      0.68753       |    0.53749     | 1.00000 | 1.00000 |      0.45199       |     0.46256      |
